,datetime,Unnamed: 0.1,Unnamed: 0,temp,ws,wdir,katabaticity,ws_model,wdir_model,temp_model,dewpoint_temp,pressure,lapse_rate
5346,2016-09-10 18:00:00,17058.0,17058.0,7.6225,0.29,208.5425,-0.8784629312897569,0.28525320204703103,182.71448920659654,15.712552438490235,283.9812087836136,84886.68027355241,-0.005083221820449279
5347,2016-09-10 19:00:00,17059.0,17059.0,8.129999999999999,0.5800000000000001,141.85250000000002,-0.7864232094803163,0.3087522867879223,184.10041253823798,15.850592968667971,283.49507375366653,84919.15498627181,-0.0051582215521776935
5348,2016-09-10 20:00:00,17060.0,17060.0,7.795,0.845,162.9725,-0.9561643174735384,0.34314608414578507,185.9710186548874,14.820089888295998,283.188824463489,84951.59238760053,-0.004993493428231059
5349,2016-09-10 21:00:00,17061.0,17061.0,6.199999999999999,0.5125,195.35,-0.9643267785343498,0.3617565741400814,193.50366809950006,13.929182382114995,282.84893623467264,84974.71067136327,-0.004957514036616845
5350,2016-09-10 22:00:00,17062.0,17062.0,7.5525,0.8075,229.0225,-0.6557626046527485,0.3091950730125962,190.81977213552335,13.115670411381693,282.45093159889734,84942.55008748651,-0.005028756609287419
5351,2016-09-10 23:00:00,17063.0,17063.0,7.949999999999999,1.76,234.885,-0.5752194234308624,0.343269156476186,183.16956993672284,12.355637365337193,282.033968195716,84942.16556539881,-0.0050276171715213334
5352,2016-09-11 00:00:00,17064.0,17064.0,7.3275,0.6475,235.615,-0.5647509698575773,0.2944173530621432,178.33962508925003,11.552710209550467,281.50619137500826,84921.90323914615,-0.0051713619901741295
5353,2016-09-11 01:00:00,17065.0,17065.0,6.4875,0.515,225.0125,-0.7069524975911916,0.2757207674876043,180.20009712698084,10.99972955659653,281.051556771146,84918.95237929617,-0.005370665576253056
5354,2016-09-11 02:00:00,17066.0,17066.0,6.7425,1.0975,222.655,-0.7354469937882826,0.27053430443433935,169.5344494651397,10.4983733249402,280.67817511490273,84917.3683407592,-0.005313415985890167
5355,2016-09-11 03:00:00,17067.0,17067.0,6.635,1.3199999999999998,241.025,-0.4844279492681821,0.243265022410301,165.60670336026917,10.23272479713879,280.44270689074585,84911.52263479968,-0.005359517118631968
5356,2016-09-11 04:00:00,17068.0,17068.0,6.3525,1.4825,241.915,-0.4707809248072411,0.24980176033422852,173.03169036654532,9.864858820652842,280.1637331639207,84904.3419748357,-0.005263071448812522
5357,2016-09-11 05:00:00,17069.0,17069.0,6.325,1.22,238.96,-0.5156363650153012,0.2456484431300377,171.48365920673126,9.484223575715959,279.9141028760903,84913.97793240708,-0.005108051552247529
5358,2016-09-11 06:00:00,17070.0,17070.0,6.0675,1.4275,239.2325,-0.5115555529750746,0.18126748748919283,182.05843823701957,10.063537058822698,280.5863520949744,84969.19163852592,-0.00522140271526833
5359,2016-09-11 07:00:00,17071.0,17071.0,5.9625,0.7175,240.98,-0.485114890575695,0.053669505148628005,309.3911926966607,13.707971870549521,283.52476839558193,85037.78467637651,-0.005127978829685303
5360,2016-09-11 08:00:00,17072.0,17072.0,7.33,0.1099999999999999,186.06,-0.9944118881299168,0.2735098767887776,354.15570793183616,16.19804263650986,284.16949643338745,85057.0586689792,-0.005223787914821635
5361,2016-09-11 09:00:00,17073.0,17073.0,9.3525,0.5549999999999999,119.57,-0.4934865324160731,0.44396586638008606,12.827830587321264,17.62516567835114,284.0005481379571,85088.34621954059,-0.005061591770275429
5362,2016-09-11 10:00:00,17074.0,17074.0,9.935,0.895,83.975,0.104962395342446,0.4906115017860891,25.255048678383886,18.627554705593745,283.85922284841666,85072.89890772085,-0.004969516928013843
5363,2016-09-11 11:00:00,17075.0,17075.0,10.515,2.0575,43.72,0.7227259384124407,0.49251248533377495,21.81690424600994,19.23764059055728,283.889038093718,85044.59958447734,-0.005140600134056318
5364,2016-09-11 12:00:00,17076.0,17076.0,10.7925,2.0700000000000003,37.4075,0.7943351084181034,0.5745372580681615,32.9624749899208,19.42573934336834,283.9928033470008,85041.31274468644,-0.005150186895577734
5365,2016-09-11 13:00:00,17077.0,17077.0,11.64,1.765,49.72,0.6465235186421021,0.6518743785514574,65.44925303271616,18.50447105816665,283.99563786143244,85040.70613462813,-0.005352873310115204
5366,2016-09-11 14:00:00,17078.0,17078.0,11.555,1.1175,71.91,0.3105105286086125,0.568245529612699,71.10639772589397,17.789589141268074,284.1647104140985,85025.72844614141,-0.005599249820641241
5367,2016-09-11 15:00:00,17079.0,17079.0,11.2225,2.855,74.42750000000001,0.2684575048122785,0.3884608091166609,67.97586994448866,17.367685313582136,284.2780021139302,85050.62375006129,-0.005679810639434929
5368,2016-09-11 16:00:00,17080.0,17080.0,8.345,3.4625,64.83250000000001,0.4252659762300301,0.41817491727612954,79.97999779662477,16.657167661319342,284.52875146142026,85055.3389143398,-0.005664379271841796
5369,2016-09-11 17:00:00,17081.0,17081.0,7.3125,1.1525,177.2375,-0.9988378955103088,0.47713729697924356,87.79592236064116,15.938567033853547,284.79679931173797,85076.95936917778,-0.005391294130496013
5370,2016-09-11 18:00:00,17082.0,17082.0,8.02,0.8825000000000001,223.475,-0.7256746532964125,0.4165843469392594,106.8905995036225,15.266824639200168,284.366059596886,85110.92926937267,-0.005503658274873056
5371,2016-09-11 19:00:00,17083.0,17083.0,8.08,0.425,172.375,-0.9911577381599797,0.4063152978502877,115.74723226615248,15.186865307430434,283.73343009103354,85125.36375576095,-0.00625063730343226
5372,2016-09-11 20:00:00,17084.0,17084.0,7.16,0.6675,240.55,-0.4916638440710067,0.49769427972545177,123.39737058275853,14.13366741945387,283.1850770497327,85159.82350981809,-0.006133089771006678
5373,2016-09-11 21:00:00,17085.0,17085.0,7.705,1.6475,232.8275,-0.6042167383215811,0.5435386640983302,134.01888726177174,13.056108284370502,282.50055763856597,85164.55826203663,-0.006003885298332759
5374,2016-09-11 22:00:00,17086.0,17086.0,8.635,0.96,188.33,-0.9894500687002752,0.5842912700215998,141.65394204283365,12.20906579314535,281.95369243962205,85134.34579068811,-0.005718554327098578
5375,2016-09-11 23:00:00,17087.0,17087.0,8.55,1.495,230.9325,-0.63023550763332,0.593630800335275,146.30491049625462,11.386026121513073,281.4192124583157,85140.37981007308,-0.005668056283476856
5376,2016-09-12 00:00:00,17088.0,17088.0,8.7375,1.6725,231.79,-0.6185455438403137,0.5875212633701076,145.9210676156551,10.667402267565908,280.9169918206187,85121.9291890873,-0.005601434252688121
5377,2016-09-12 01:00:00,17089.0,17089.0,8.67,1.9125,251.57,-0.3161458239738063,0.5131110716540854,149.92849470685914,9.840045186214695,280.36177414069107,85123.65601986904,-0.005841134152929318
