,datetime,Unnamed: 0.1,Unnamed: 0,temp,ws,wdir,katabaticity,ws_model,wdir_model,temp_model,dewpoint_temp,pressure,lapse_rate
1056,2007-06-04 00:00:00,26743.0,26930.0,8.482000000000001,5.678,176.74,0.8170981225406966,0.7652240138852638,201.26100221679047,7.073414013616441,281.41864862481344,86050.95756850326,-0.006653758189457439
1057,2007-06-04 01:00:00,26748.5,26935.5,6.623333333333334,6.43,134.01666666666668,0.894094655227057,0.6655632963002122,201.75419982543698,6.514357554785664,281.42664528050415,86035.47565142527,-0.006514439218820952
1058,2007-06-04 02:00:00,26754.5,26941.5,6.523333333333333,6.113333333333333,136.43333333333334,0.9137296945544526,0.628708187893495,206.25535412386458,6.073104340277393,281.3942815591441,86017.5193194792,-0.006364885554503171
1059,2007-06-04 03:00:00,26760.5,26947.5,6.645,4.635,122.76666666666667,0.7507116204356684,0.5835041979049609,211.45703101209568,5.566684541685419,281.2645847396235,85988.82066391669,-0.0063534112554789555
1060,2007-06-04 04:00:00,26766.5,26953.5,6.126666666666666,2.353333333333333,173.29999999999998,0.4435381082797343,0.47136665451253384,214.60457008193472,5.153219616306174,281.20754030969846,85968.63222245753,-0.006313186631385635
1061,2007-06-04 05:00:00,26772.5,26959.5,5.2716666666666665,1.9566666666666668,210.21666666666667,0.6206628512669806,0.28957182695097894,216.02101646260502,4.952892912547041,281.23584899542686,85930.43632881556,-0.006261391604357287
1062,2007-06-04 06:00:00,26778.5,26965.5,6.155,1.1866666666666668,170.01666666666668,0.8988271866826133,0.13853950151071817,206.09821097054046,5.631100667774227,281.6634661801693,85900.04171730745,-0.0062169235964665975
1063,2007-06-04 07:00:00,26784.5,26971.5,6.081666666666667,3.0383333333333336,151.28333333333333,0.9821890908197334,0.10583255877081663,171.88312478354786,6.913949007949726,282.1487158741423,85887.03275449322,-0.006137870259296428
1064,2007-06-04 08:00:00,26790.5,26977.5,6.93,2.4983333333333335,138.43333333333334,0.9047941448174682,0.22864098873742308,167.3790650818092,7.320465471792973,282.28756950406887,85850.57395388304,-0.006213650826625514
1065,2007-06-04 09:00:00,26796.5,26983.5,7.486666666666667,3.078333333333333,143.79999999999998,0.9514827829487763,0.42018498346766275,172.48409331455446,8.746954525739211,282.63153124726654,85831.97766739095,-0.005813989669699256
1066,2007-06-04 10:00:00,26802.5,26989.5,8.126666666666667,2.698333333333333,127.53333333333335,0.8364428173087486,0.6720253995295138,169.86131857677827,9.52428440997826,282.7292166912772,85818.11331362942,-0.005890899853354548
1067,2007-06-04 11:00:00,26808.5,26995.5,7.991666666666667,4.098333333333334,137.45000000000002,0.9226686422322207,1.0001254107901292,152.906102139831,9.426145808744218,281.7559867563661,85813.6963937586,-0.0028392813281838385
1068,2007-06-04 12:00:00,26814.5,27001.5,7.498333333333334,4.7700000000000005,132.85,0.8869724735491622,1.3781859870425657,160.6685143745118,9.817469428374542,281.2544423019597,85776.0422703668,-0.0019378178487118782
1069,2007-06-04 13:00:00,26820.5,27007.5,6.543333333333333,5.7250000000000005,114.23333333333333,0.6911404214204534,1.2726198890816962,164.98514846819114,9.545987203095416,281.63054814545666,85791.05124561112,-0.0028451998473742186
1070,2007-06-04 14:00:00,26826.5,27013.5,5.601666666666667,6.855,124.75,0.8106320409312716,1.1161111816758056,170.55034468839574,8.401248016260562,281.7136046260308,85781.11679311529,-0.0037644159469638998
1071,2007-06-04 15:00:00,26832.5,27019.5,5.108333333333333,5.116666666666666,132.93333333333334,0.829869357768776,0.9641502820242814,179.6014202243106,7.729216859011853,281.9657813445918,85780.6466171921,-0.004261707841033859
1072,2007-06-04 16:00:00,26838.5,27025.5,4.163333333333333,3.0849999999999995,91.77,0.07612990740922915,0.9402703530721869,185.73442631846038,6.959994581469028,281.69365449214905,85772.14857238877,-0.004561004789488607
1073,2007-06-04 17:00:00,26844.5,27031.5,4.406666666666667,3.2433333333333336,128.20333333333335,0.37894996554740396,0.9416394015156772,191.3545140428855,6.607213990214891,281.559231668089,85740.74239835006,-0.004844419608272971
1074,2007-06-04 18:00:00,26850.5,27037.5,3.9033333333333338,3.2783333333333338,137.03333333333333,0.9135996338924888,0.8986547407393627,192.02270461971023,6.326481785730195,281.31015267912557,85711.3973531722,-0.004709075722427542
1075,2007-06-04 19:00:00,26856.5,27043.5,3.8516666666666666,3.5833333333333335,139.28333333333333,0.9283765270415957,0.9725073902322482,190.79958275917653,5.259127805867687,280.7150895828489,85725.62141125271,-0.005276091422263173
1076,2007-06-04 20:00:00,26862.5,27049.5,3.65,4.0,133.76666666666668,0.8903954278479485,0.8142985982475319,189.11671540905013,4.536825567790724,280.4896500134322,85726.94873290481,-0.005619201833009827
1077,2007-06-04 21:00:00,26868.5,27055.5,3.313333333333333,3.4599999999999995,138.83333333333334,0.9261070142396556,0.7160898893127206,190.4108056096909,3.884477975233171,280.10340959874515,85737.51513669957,-0.005650263223605054
1078,2007-06-04 22:00:00,26874.5,27061.5,3.2883333333333336,3.4466666666666668,130.53333333333333,0.8687100400487072,0.6945870019971544,193.6173939754861,3.0599811660461143,279.62157977375244,85720.5119024381,-0.00601328621478301
1079,2007-06-04 23:00:00,26880.5,27067.5,3.231666666666667,3.3200000000000003,141.23333333333332,0.9416470877812175,0.5084816458519426,205.80609187887097,1.7908818649569591,278.9760283176989,85623.55708956365,-0.006774391677595187
1080,2007-06-05 00:00:00,26886.0,27074.0,3.1719999999999997,4.404,137.68,0.9222067998008665,0.491292932537649,211.3729442181103,1.2826719841465914,278.60628975017966,85576.08684903505,-0.006686695072594596
1081,2007-06-05 01:00:00,26891.5,27079.5,3.0416666666666665,5.3999999999999995,129.1833333333333,0.8527723087049331,0.46399784186289433,216.50149014695194,1.043549887259311,278.36932579494595,85544.92852291418,-0.0066278210545606935
1082,2007-06-05 02:00:00,26897.5,27085.5,2.926666666666667,5.5,130.35,0.8559909286163352,0.4710828258202189,221.90849603591832,1.094210456320166,278.3839450630122,85504.6488990989,-0.006509892071362264
1083,2007-06-05 03:00:00,26903.5,27091.5,2.7916666666666665,4.33,125.46666666666665,0.8173138730431972,0.45059801349923273,223.24910016581927,0.9406341638179461,278.1026216457878,85489.1025254432,-0.006262420775537174
1084,2007-06-05 04:00:00,26909.5,27097.5,2.6933333333333334,3.861666666666667,138.03333333333333,0.9174662648261664,0.47072082290257955,227.25318868655614,0.7890721903809368,277.8850880317335,85458.38782962579,-0.0061449374629889
