datetime,temp,ws,wdir,katabaticity,ws_model,wdir_model,temp_model,dewpoint_temp,pressure,lapse_rate,u_x,u_y,D_x,D_y,along_valley_component_of_wind,along_valley%
0,10.982567921440262,0.5367921440261866,154.55646481178397,0.332140383847025,0.6818343301072227,61.08201066588603,12.93208862524735,278.779434653624,64715.81248082038,-0.004710238798884672,-0.29975574852003395,-0.1190926866966753,-0.3420201433256687,-0.9396926207859084,0.2695855494288454,0.3332897916112908
1,10.83237091503268,0.49754901960784315,157.0441176470588,0.24844261422909364,0.5363506237857485,105.457937749827,13.646606996918795,279.50459636114783,64745.15700954861,-0.004671169792026309,-0.2460091904291489,-0.06630561950010763,-0.3420201433256687,-0.9396926207859084,0.17853697999543816,0.22703584140170333
2,11.418364975450082,0.48379705400982,182.2684124386252,0.041097776830558125,0.546604676783385,165.42669039318926,14.829066525408615,279.58732819752294,64768.350737776185,-0.004598565178860594,-0.14029280146549075,0.08260180842189109,-0.3420201433256687,-0.9396926207859084,-0.03650890779677937,-0.08548400643455488
3,12.835604918032788,0.6534426229508197,192.64426229508197,-0.2736150049137043,0.8437791932145152,178.7027158861459,15.451299515201038,280.1993371181801,64796.92495517418,-0.004503493810027677,-0.0004990205084926962,0.4086525258288817,-0.3420201433256687,-0.9396926207859084,-0.4573059055309812,-0.45649245561046636
4,13.855534426229509,1.0202950819672132,198.3065573770492,-0.35888855535355624,1.0169011870432534,186.04939992405068,15.857813383865352,280.8710289626825,64818.419544057375,-0.004444020565306754,0.15931300668044412,0.7870869541781469,-0.3420201433256687,-0.9396926207859084,-0.9369553514183663,-0.5746676747966072
5,13.603716150081565,1.2896574225122348,194.62969004893964,-0.3498077374697847,1.1109875925227504,190.32308749253113,16.10260768824,281.5193932737067,64821.69856877039,-0.004393128054680468,0.21496822298983087,1.014614322229518,-0.3420201433256687,-0.9396926207859084,-1.215289131447635,-0.5634330201645489
6,13.781574918566776,1.468729641693811,192.28501628664495,-0.38554252056264937,1.1825817859373355,193.96604601605722,16.322300168152733,282.13450627528886,64801.73365609731,-0.004333806150686275,0.19255338943223602,1.2070125279650974,-0.3420201433256687,-0.9396926207859084,-1.4061981541906714,-0.5780798733914865
7,13.246970684039088,1.4976547231270358,198.42019543973942,-0.3442990338872569,1.2499130562891994,196.09484227702444,16.383486851788188,282.5417640015046,64783.46800564943,-0.004308038229594725,0.12752642950676055,1.2354731188546086,-0.3420201433256687,-0.9396926207859084,-1.458802939897733,-0.5763915497223412
8,11.49959349593496,1.399430894308943,195.2357723577236,-0.47542099313781055,1.2170816444015848,198.1261988630029,16.410164474596154,282.84609290642464,64744.54164126016,-0.0042820460273492395,0.055702786946786084,1.1788458541413744,-0.3420201433256687,-0.9396926207859084,-1.307518110554476,-0.6443546987701405
9,10.892302439024391,1.3088943089430896,184.79024390243902,-0.6327122312064501,1.1397058752693676,198.86921193421617,16.286002234443092,282.8680789606358,64700.20950838415,-0.004288717102462368,0.0249361799239981,1.0541531193677585,-0.3420201433256687,-0.9396926207859084,-1.050344920884029,-0.6664833148831404
