datetime,Unnamed: 0.1,Unnamed: 0_x,temp,ws,wdir,katabaticity,Unnamed: 0_y,ws_model,wdir_model,temp_model,dewpoint_temp,pressure,lapse_rate,temp_era5_uncorrected,u_x,u_y,D_x,D_y,along_valley_component_of_wind,along_valley%
0,39060.6625,39333.8,4.584683333333333,3.170958333333333,170.5855,0.5355576055037493,4882.0252100840335,0.5354119527513408,170.11459237139616,9.796747897552212,278.5032272338867,87219.11254267332,-0.002671028565991419,10.411766103536163,-0.5127164416151863,1.9247299182295123,-0.3420201433256688,0.9396926207859083,1.9840138520127903,0.6144608640901873
1,39066.1625,39339.3,4.421034722222222,3.132361111111111,169.3967986111111,0.556400790464403,4883.0252100840335,0.5205181403944726,158.59637384980522,9.036585519092192,278.52771111496355,87222.03929227941,-0.002710037188503129,9.660585663098269,-0.6307303656422037,1.9221616659049519,-0.3420201433256688,0.9396926207859083,2.02196362346523,0.6287935583964713
2,39072.1625,39345.3,4.325180555555556,3.1191319444444447,174.06231944444443,0.5421004143578835,4884.0252100840335,0.5120486394234885,154.80208097358394,8.33118035357777,278.53506854401917,87222.45936186975,-0.0027360912308048474,8.96117957620062,-0.5062297562829872,1.936495827059831,-0.3420201433256688,0.9396926207859083,1.9928516126704532,0.6248071639542508
3,39078.1625,39351.3,4.249645833333333,2.997916666666667,174.09026388888887,0.5313906158177822,4885.0252100840335,0.5081194665272113,148.91711851842433,7.667214116518871,278.51219876072986,87222.22766215862,-0.002743920591837069,8.299016090200752,-0.41061383349760433,1.8454193885092351,-0.3420201433256688,0.9396926207859083,1.8745651838217248,0.6198483027965204
4,39084.1625,39357.3,4.144173611111111,3.0001666666666664,171.77864583333334,0.5176261876466127,4886.0252100840335,0.5062733263003181,145.85262475058985,7.047122129361215,278.43177000414425,87218.7722393645,-0.002745472048997692,7.6792813341157,-0.4433075394620403,1.792462397267313,-0.3420201433256688,0.9396926207859083,1.8359837959324699,0.6036464929695207
5,39090.1625,39363.3,4.047138888888889,3.055826388888889,172.3202013888889,0.5302656601872622,4887.0252100840335,0.5041695525447165,140.79924807802806,6.553098967036454,278.35451578092176,87217.7593388918,-0.0027385936764718526,7.183674390776841,-0.48793315392621067,1.794305577020735,-0.3420201433256688,0.9396926207859083,1.8529786774005743,0.6139954451385273
6,39096.1625,39369.3,3.9949652777777778,2.984611111111111,169.0110347222222,0.5171490113884022,4888.0252100840335,0.5098142313426728,139.60303649523325,6.189043920405237,278.3007011734137,87216.78422071954,-0.002709837746099648,6.81299814176161,-0.5592137699682974,1.6606518239719665,-0.3420201433256688,0.9396926207859083,1.751764638435361,0.5988982969481073
7,39102.1625,39375.3,4.1591875,2.9563888888888887,166.8977013888889,0.527678894861281,4889.0252100840335,0.5136709698727218,140.20892119396746,6.4704982859760545,278.6519098362001,87230.72500328257,-0.0026565071558449305,7.082172861820532,-0.7052770387529417,1.6292738179806545,-0.3420201433256688,0.9396926207859083,1.7722355378746888,0.601502163751299
8,39108.1625,39381.3,4.494395833333333,2.910708333333333,163.06859722222222,0.5162731586614618,4890.0252100840335,0.5429228924687799,155.2577822973281,7.92645321761375,279.3180088075269,87237.4376148897,-0.002574527614920912,8.519251578194778,-0.7858669781184316,1.5429611809722463,-0.3420201433256688,0.9396926207859083,1.7186915724097067,0.6002290231183262
9,39114.1625,39387.3,4.861043055555555,3.0209402777777776,157.66968749999998,0.5551918130089799,4891.0252100840335,0.6544670142468891,177.6827498085318,9.88391493085108,279.5084370845506,87235.02066373425,-0.0024649661986504323,10.451486206054712,-1.1042341119985422,1.5840750460563195,-0.3420201433256688,0.9396926207859083,1.8662139408010554,0.609579665773842
10,39027.50418410042,39299.99372384937,5.213277545327754,3.095139470013947,154.73927475592748,0.5476584685431507,4878.873417721519,0.7896798486018125,194.70417644464612,11.55684785018577,279.1004781602304,87225.74693433545,-0.002379596966670553,12.104762416147503,-1.1762730796052543,1.670009050926514,-0.34202014332566893,0.9396926207859083,1.9716042690780382,0.6366497308886643
11,39033.50418410042,39305.99372384937,5.564567642956764,3.1839679218967922,151.11310320781033,0.5485841530659483,4879.873417721519,0.9160885829492948,200.71220570560237,12.83182709126875,278.67672446206655,87214.83109177215,-0.0022867539481940336,13.35836406981394,-1.3036417119313264,1.620030698424273,-0.34202014332566893,0.9396926207859083,1.968202617916003,0.6271460393942654
12,39028.98319327731,39301.399159663866,5.950014005602241,3.2488515406162466,152.20933473389354,0.5373666941493326,4878.389830508475,1.0075507426152421,211.1872438914758,13.61059642707299,278.3160721083819,87229.25552833687,-0.002219832707841361,14.121724442304213,-1.2467182443743536,1.7009836322883367,-0.3420201433256689,0.9396926207859083,2.0248045199666036,0.627405977865494
13,39034.98319327731,39307.399159663866,6.246435574229692,3.3620868347338932,155.345581232493,0.5259798367531331,4879.389830508475,1.1011139886479586,216.1248220485858,14.373954674311117,278.0439638040834,87205.72995564088,-0.0022110342926602586,14.883056808730325,-1.201261788479963,1.8150343265416213,-0.3420201433256689,0.9396926207859083,2.1164300921918486,0.6158523339881846
14,39040.98319327731,39313.399159663866,6.446057422969187,3.3957913165266107,157.90091036414566,0.5304047351932131,4880.389830508475,1.1830073410355726,223.80459513414058,14.927232226374715,277.9032559798936,87195.40669690148,-0.0022040294184027466,15.434721452098804,-1.1059658001074992,1.8372514012818117,-0.3420201433256689,0.9396926207859083,2.1047141657791433,0.6269329746958993
15,39046.98319327731,39319.399159663866,6.531820728291316,3.441827731092437,160.44422268907562,0.5506186108704663,4881.389830508475,1.2406637122492223,223.37955969999965,15.241410673278226,277.80446566565564,87188.82342425847,-0.002172628934642486,15.741669774459602,-1.0195937241337092,1.871798657280458,-0.3420201433256689,0.9396926207859083,2.107636977505581,0.6362920096168612
16,38946.83054393306,39218.50418410042,6.506729428172943,3.434588563458856,165.1439330543933,0.5339458456343049,4868.367088607595,1.2479065638941667,225.1332658621855,15.231874914372924,277.702886782618,87181.98740770042,-0.002189512226736948,15.736021481284634,-0.7674280616999545,1.893033046899645,-0.34202014332566893,0.9396926207859083,2.0413450407302194,0.6083197541605881
17,38952.83054393306,39224.50418410042,6.439707112970711,3.4345327754532775,168.33232217573223,0.5320357165625746,4865.071129707113,1.1936310784953634,227.54602025499776,14.957344677463364,277.7081335857822,87170.38897424164,-0.002224521142947461,15.469552229238877,-0.6003734471553979,2.0507672497300544,-0.34202014332566893,0.9396926207859083,2.132430663965759,0.6283262165799237
18,38958.83054393306,39230.50418410042,6.265899581589958,3.397803347280335,175.63298465829845,0.5240380014334709,4866.071129707113,1.049187619353834,224.43837052303655,14.457845341121542,277.9848017353393,87161.29837866109,-0.002262121763045093,14.978710631047356,-0.31256705083689823,2.026360611904942,-0.34202014332566893,0.9396926207859083,2.0110603415844093,0.6068950844831466
19,38964.83054393306,39236.50418410042,5.897573221757322,3.3892119944211996,177.36942817294283,0.49712038389523544,4867.071129707113,0.8754725287401284,222.1832007072364,13.715011329847352,278.78746607313593,87154.4660041841,-0.002276958366098791,14.23929282471727,-0.2027379000285394,1.9780583374290113,-0.34202014332566893,0.9396926207859083,1.9281072687913903,0.5849085670184383
20,38970.83054393306,39242.50418410042,5.470118549511855,3.340334728033473,174.44382845188284,0.506766904998152,4868.071129707113,0.7470270906590706,212.98079680517364,12.867666454363622,279.4293712791539,87162.72821325836,-0.002352048641007065,13.409237875200239,-0.3061737841072369,1.9748555658089226,-0.34202014332566893,0.9396926207859083,1.9604748038315438,0.5878826277988357
21,38976.83054393306,39248.50418410042,5.194518828451883,3.34826359832636,171.05006973500699,0.5254372440611464,4869.071129707113,0.6584054646983503,207.29670213314728,12.01282951401833,279.1088554988845,87187.72000849896,-0.0024683122237872104,12.58117122889565,-0.48934727850662185,2.0273232338311358,-0.34202014332566893,0.9396926207859083,2.0724273091098033,0.6166606650679956
22,38982.83054393306,39254.50418410042,4.9486820083682,3.270278940027894,172.9747559274756,0.5264070196484222,4870.071129707113,0.5988750646816888,185.27951366966795,11.283851731604019,278.73284580118985,87227.8573646705,-0.0025636300564175316,11.874140872715929,-0.4473997863087459,1.992874573152184,-0.34202014332566893,0.9396926207859083,2.0257092695801653,0.6258165319568793
23,38988.83054393306,39260.50418410042,4.737245467224547,3.1206834030683406,171.10826359832635,0.5590867245646246,4871.071129707113,0.5657773925482585,173.46575735836726,10.482138735379863,278.66478751593553,87235.73295305962,-0.002629803716394775,11.08766470553987,-0.561132998385246,1.984025825057596,-0.34202014332566893,0.9396926207859083,2.0562932157877807,0.6531225300010707
