datetime,temp,ws,wdir,katabaticity,ws_model,wdir_model,temp_model,dewpoint_temp,pressure,lapse_rate,u_x,u_y,D_x,D_y,along_valley_component_of_wind,along_valley%
0,4.030185185185185,2.2737037037037036,221.86962962962966,0.443954673462238,0.41512318544323107,175.50535536176278,6.088779135961591,278.53676266140405,82927.59664351853,-0.0034472096939452074,0.7695215619087932,1.0222151465352,0.34202014332566866,0.9396926207859084,1.2468497144783277,0.47006122618390117
1,4.020555555555556,2.1992592592592595,217.69009259259258,0.4782430868381549,0.39797775582323314,176.1318941775533,5.559733626728031,278.4439510769314,82914.50679976853,-0.0034706044475110776,0.6800228013076408,1.0351946992168686,0.34202014332566866,0.9396926207859084,1.2280886992175857,0.527763249460765
2,3.9565740740740742,2.118425925925926,221.05824074074076,0.46495499376740335,0.3826392809869403,163.34903564056478,5.0050440003083185,278.2393244990596,82899.90950520833,-0.0034884053414617556,0.8011176005008944,0.8176723603603132,0.34202014332566866,0.9396926207859084,1.0620261914894635,0.504983543607486
3,3.902037037037037,2.1564814814814817,221.7125,0.349021269804113,0.38046094158079097,160.4324306601164,4.459307325842835,277.9719809072989,82881.35930266204,-0.0035059409627067645,0.7713962301626184,0.5991939134560764,0.34202014332566866,0.9396926207859084,0.8586946537915892,0.40001102237536557
4,3.6606481481481485,2.3160185185185185,218.07777777777778,0.3586507058451495,0.381204516460721,161.72194882840625,4.0502769204255,277.7575988769531,82871.86067708333,-0.0035028584383049056,1.1287826231825069,0.6235950173479615,0.34202014332566866,0.9396926207859084,1.009440724214574,0.5060372775540117
5,3.51712962962963,2.3287037037037037,223.89935185185186,0.3717862836915693,0.3906349501251405,157.59004172705232,3.768103782153927,277.5695114135742,82861.85141782407,-0.0035109246320568425,1.1416779234036842,0.6980013275993975,0.34202014332566866,0.9396926207859084,1.086629064755055,0.45196866069223895
6,3.6837962962962965,2.2135185185185184,220.1225,0.402357978949082,0.39063692672440326,145.63398642303451,4.031963293438336,277.67342009367763,82881.78132233796,-0.0034792811770764927,0.9313633665374986,0.9109781270530539,0.34202014332566866,0.9396926207859084,1.2197607810236533,0.531140816845387
7,4.202592592592593,2.2289814814814815,231.71481481481482,0.4243519759985289,0.43308234310614635,142.41113151878545,5.268969099985662,278.2844080041956,82910.90610532407,-0.0033340222497305633,0.9104943706403218,0.9919535006320989,0.34202014332566866,0.9396926207859084,1.2435387998503504,0.47510780842213085
8,4.781666666666666,2.0799074074074073,209.6100925925926,0.5097436013501052,0.5484372809951631,160.8434978405336,7.040318040371982,278.61474157262734,82944.07747395833,-0.0031547004621423017,0.43594626211656606,1.2990410013303455,0.34202014332566866,0.9396926207859084,1.3698016460998603,0.6552421227401055
9,5.089259259259259,2.0624074074074077,206.5024074074074,0.43143080134950285,0.6667152435493493,165.44958896308978,8.367803827261813,278.41608372441044,82962.15393518518,-0.0031128925938745,0.5277557748580326,1.1752014891421108,0.34202014332566866,0.9396926207859084,1.2848312730413458,0.5102424285369571
10,5.310925925925926,2.107962962962963,206.33046296296294,0.45448002573170804,0.7688848607375893,175.8978531951401,9.334111005484411,277.99240423131874,82974.94249131944,-0.00308751554931988,0.46966415646369214,1.2048037721626854,0.34202014332566866,0.9396926207859084,1.2927798163049435,0.5521916176321702
11,5.5472222222222225,2.318888888888889,210.5774074074074,0.4505578722353811,0.8000679967661268,164.7158949315146,9.828410915589037,277.5347179836697,83002.20891203704,-0.003088834448820322,0.6462456466796582,1.1432333296275132,0.34202014332566866,0.9396926207859084,1.2953169523884442,0.5184470776096921
12,5.8875925925925925,2.389537037037037,206.39249999999998,0.35219293255986234,0.8339729405924037,172.62413252414476,10.589447128414593,277.4324501885308,82995.23263888889,-0.003105682149886415,0.6780739267111614,1.0256491390739138,0.34202014332566866,0.9396926207859084,1.1957098691023271,0.5052965772450615
13,5.935185185185185,2.591296296296296,201.46648148148148,0.40210951496927094,0.8910331329009376,185.30893449286688,10.931947658331062,277.41091890688296,82995.05164930556,-0.003117618652513567,0.6751281820453555,1.1769186873989053,0.34202014332566866,0.9396926207859084,1.3368492434001393,0.49004637342726687
14,5.87925925925926,2.703796296296296,220.1825925925926,0.39917045596520745,0.9614943312544949,196.42980349231416,11.003442115933648,277.2521280359339,82998.83680555556,-0.003089039871017674,1.1831674186833407,1.1029859134477513,0.34202014332566866,0.9396926207859084,1.441134813813994,0.5183514839566304
15,5.779351851851851,2.7107407407407407,232.46296296296296,0.3682901541179681,0.9674831653142121,198.50221696315984,11.0316256571483,277.2140146891276,82991.44538483796,-0.003090716374254159,1.4609698993040496,0.9128769324136446,0.34202014332566866,0.9396926207859084,1.3575048514292372,0.4928059856138322
16,5.772222222222222,2.8801851851851854,235.9319444444444,0.3806331777171424,0.9515615928062658,209.6407405840632,10.702732893004237,277.1184559574834,82975.07443576389,-0.0031056937349872187,1.6682425655000443,0.9507562122176779,0.34202014332566866,0.9396926207859084,1.4639911581416196,0.45653957152404834
17,5.712685185185186,2.9710185185185187,236.80814814814815,0.44600748940758694,0.8497366198702574,209.66745989082452,10.522842516768756,277.359406930429,82960.63020833333,-0.0030838277107146793,1.772209648050092,0.9633512920833952,0.34202014332566866,0.9396926207859084,1.5113854982245623,0.5156772252513755
18,5.412407407407407,2.911111111111111,236.98666666666668,0.43137758430714795,0.718750744765858,206.01804599209078,10.16557882533938,278.18542254412614,82939.90603298611,-0.0030342281727869552,1.6793823258050915,0.9362623588643565,0.34202014332566866,0.9396926207859084,1.4541814135148958,0.4930584959121269
19,5.001111111111111,2.8762962962962964,230.27453703703705,0.4878181059936825,0.6439709016579671,199.3644382170372,9.67912425422144,279.02981115270546,82931.5222800926,-0.0030211552168564314,1.5810448593818958,1.0280716785370199,0.34202014332566866,0.9396926207859084,1.5068205593703279,0.5380874394288062
20,4.566666666666666,2.7133333333333334,229.0550925925926,0.48912045298335327,0.6098195269412258,195.0212884532609,9.00088344240833,278.86792218243636,82941.64670138889,-0.0030627991313258852,1.3594225449704458,0.9330951517063255,0.34202014332566866,0.9396926207859084,1.341772522220479,0.5151735913645358
21,4.253055555555555,2.8264814814814816,224.32805555555555,0.47904138573143557,0.5680398611742741,180.57793793139822,8.153777684383696,278.7513306229203,82961.87297453704,-0.0031695641545901408,1.305273590446127,1.1079268814137537,0.34202014332566866,0.9396926207859084,1.487540575318443,0.5361146628097445
22,4.156018518518518,2.611666666666667,219.60685185185187,0.45487871703232413,0.5040117247634665,178.98767751988493,7.357013840709384,278.673267505787,82949.72106481482,-0.0032857154669153946,1.1337272981174333,0.9212953450242648,0.34202014332566866,0.9396926207859084,1.253492010278057,0.4545928930756993
23,4.0575,2.498333333333333,218.84388888888887,0.46558115249616555,0.43465716508315994,177.68297162960673,6.656055763624255,278.7460024798358,82915.36848958333,-0.0033517579420211207,1.1344558501108222,1.0009001704431655,0.34202014332566866,0.9396926207859084,1.353612148397335,0.5456000065304021
