datetime,Unnamed: 0_x,temp,ws,wdir,Unnamed: 0_y,ws_model,wdir_model,temp_model,dewpoint_temp,pressure,lapse_rate,temp_era5_uncorrected,u_x,u_y,D_x,D_y,along_valley_component_of_wind,along_valley%
0,116816.30991735538,5.878161157024794,1.456931818181818,187.6176033057851,2914.9460580912864,0.49630952472374734,224.72554973324165,1.3020362522849178,275.3536432669865,74861.29084543568,-0.0035874323319445094,4.217661155605734,0.400960856766482,0.5903516874178792,-0.9961946980917455,-0.08715574274765814,-0.456547296683951,-0.2793135269813146
1,116820.30991735538,5.716301652892562,1.417634297520661,190.2783161157025,2915.9460580912864,0.49722489795603586,221.45540172726746,0.7220843267137806,275.1636741923099,74843.5796972251,-0.003577923610792187,3.6299811778721702,0.4400132062949894,0.5809484293817602,-0.9961946980917455,-0.08715574274765814,-0.49718982876079626,-0.32338471573308714
2,116631.54958677686,5.592768595041322,1.544318181818182,192.50327479338844,2892.8464730290457,0.5001053613632538,218.9072389945009,0.2517614758935719,274.95017068316827,74822.34460905084,-0.0035901203546335535,3.1695710241547492,0.5494463356832631,0.6420776692904353,-0.9961946980917455,-0.08715574274765814,-0.6186548322215081,-0.3393493368340913
3,116635.54958677686,5.4978615702479345,1.5197727272727273,199.37989669421486,2893.8464730290457,0.5008692677943123,217.04571169303563,-0.15506746843522431,274.71636462706255,74798.62430303423,-0.0035875813307275507,2.7606785311244066,0.6978690327811171,0.6684029609078461,-0.9961946980917455,-0.08715574274765814,-0.7759123320742646,-0.44988798787640144
4,116639.54958677686,5.371198347107438,1.5822830578512397,198.02734504132232,2894.8464730290457,0.5096216632152194,214.9600783489451,-0.5323800450449856,274.4571732643729,74774.59689445021,-0.0035885126039952226,2.3841228310992837,0.7605918042668796,0.6554483278159532,-0.9961946980917455,-0.08715574274765814,-0.8462974819623296,-0.43165905171743923
5,116643.54958677686,5.264297520661157,1.461642561983471,197.38414256198348,2895.8464730290457,0.5154995658316093,214.16576888761128,-0.865038898120053,274.2089906431333,74751.42297717843,-0.0035872726562237453,2.0504562314615438,0.6847384671846206,0.6106309796744532,-0.9961946980917455,-0.08715574274765814,-0.7670490697173485,-0.4228346643005458
6,116647.54958677686,5.5332644628099175,1.3267148760330578,187.79823347107438,2896.8464730290457,0.5155944405589705,216.9690351462763,-1.1247515909076105,273.998578653296,74738.83248508818,-0.003582076669416096,1.786520588348538,0.4442406779215133,0.5703059794264546,-0.9961946980917455,-0.08715574274765814,-0.5090849022183329,-0.30048909587840067
7,116651.54958677686,6.415433884297521,1.3018078512396696,170.56951446280993,2897.8464730290457,0.5388214213484155,222.40771972839605,-0.8706697517471278,274.15787686549777,74743.59679719916,-0.0035602357162191566,2.0228515625000227,0.1750739194036888,0.5745418889758498,-0.9961946980917455,-0.08715574274765814,-0.23116904321913975,-0.030688301429043104
8,116655.54958677686,7.365609504132231,1.3695971074380164,140.0126756198347,2898.8464730290457,0.5688855548445544,230.39605868255154,0.6500586415698492,275.09810476975815,74775.41873054979,-0.0035386458756009043,3.5260331783057475,-0.29696043111864656,0.4372040608247517,-0.9961946980917455,-0.08715574274765814,0.2642779071759771,0.2994945713447274
9,116659.54338842975,8.136095041322314,1.61150826446281,125.06681818181818,2899.8464730290457,0.7253622856182272,238.1778951695703,2.885592321874756,275.8037232838231,74830.4562532417,-0.0034357564097915625,5.677945186884099,-0.5336366797083076,0.23446905579210442,-0.9961946980917457,-0.08715574274765814,0.5132917465989987,0.4219912039559523
10,116585.28423236514,8.773236514522821,1.9229564315352696,122.6623132780083,2893.4,0.8560815234258331,230.92034807499937,4.614696990151881,275.38571707407635,74850.07138671874,-0.003342150821853748,7.330973498026553,-0.6015335438761564,0.08150248799354581,-0.9961946980917457,-0.08715574274765814,0.5921411172569059,0.3601089847150464
11,116667.51859504133,9.388285123966943,2.103033746556474,122.93605371900827,2901.8464730290457,0.9720670116973636,228.811777261402,5.891678459812178,275.02969968170544,74867.02586877593,-0.003263412913551477,8.543962065510753,-0.5651843113841615,0.06223378936888915,-0.9961946980917455,-0.08715574274765814,0.5576095823090891,0.3527851971048587
12,116671.51652892563,9.934989669421487,2.306477272727273,121.79429752066116,2902.8464730290457,1.0379064349138387,220.96462229835433,6.800983549703315,274.95843987049403,74876.31378047199,-0.0032340455533351937,9.429399330487412,-0.7838625472069374,0.009633261337424478,-0.9961946980917455,-0.08715574274765814,0.7800401195132961,0.3615934985614369
13,116675.51652892563,10.212964876033057,2.4534814049586773,122.09900826446281,2903.8464730290457,1.0758128314266973,219.69391409338886,7.331236384191166,275.0640106201172,74873.22544411306,-0.003232768596433039,9.958614339868085,-0.8881094289770278,-0.08955838780364182,-0.9961946980917455,-0.08715574274765814,0.892535432280512,0.33824557221999657
14,116679.51652892563,10.245103305785124,2.6329855371900828,116.62981404958678,2904.8464730290457,1.0776642411793085,212.96157158575227,7.51307543466751,275.25567569970093,74867.46925246369,-0.0032726561872524662,10.17287135460567,-1.1878229893560284,-0.1387273546421747,-0.9961946980917455,-0.08715574274765814,1.1953938499012198,0.41323598923030436
15,116683.51652892563,10.061983471074381,2.674400826446281,115.67721074380167,2905.8464730290457,1.0875644007250327,224.20193432071306,7.344321655001058,275.436874199705,74857.63089989626,-0.003352444988741096,10.06896457276406,-1.1644824296812262,-0.2896948406283198,-0.9961946980917455,-0.08715574274765814,1.185299791474557,0.3811172604787779
