datetime,Unnamed: 0_x,temp,ws,wdir,Unnamed: 0_y,ws_model,wdir_model,temp_model,dewpoint_temp,pressure,lapse_rate,temp_era5_uncorrected,u_x,u_y,D_x,D_y,along_valley_component_of_wind,along_valley%
0,1080.0,7.948617283950617,1.6605925925925926,277.6861975308642,992.0,1.0362857855861716,67.75825934914556,9.348683697093202,281.0309638506101,90950.43426890433,-0.004927152329639536,9.531889851888044,1.1682773596911924,-0.38001025575207226,0.27563735581699894,-0.9612616959383189,0.6873101852043365,0.4041028262902759
1,1081.0,7.346864197530865,1.5780864197530864,285.16974074074074,993.0,1.0842882653562025,59.099910182805154,8.743056149361477,280.5999738905165,90958.57744984567,-0.0048343172516684225,8.922810420283588,1.0883968498756544,-0.4997578449626083,0.27563735581699894,-0.9612616959383189,0.7804009033865128,0.4914588852390852
2,1082.0,6.872456790123457,1.53020987654321,283.38045679012345,994.0,1.1135117487379282,49.80056760552047,8.213324232681568,280.1798210614993,90962.13160686729,-0.004733413673034209,8.389326608916882,1.0875494051131647,-0.4113510687447104,0.27563735581699894,-0.9612616959383189,0.6951852683133233,0.4592238563686348
3,1083.0,6.619925925925926,1.4527037037037036,280.1024567901234,995.0,1.130030728546139,38.75996435032982,7.803792156575413,279.79646357783565,90966.94405864198,-0.004644695779689099,7.976495738088372,1.0840210039799354,-0.28341714729307943,0.27563735581699894,-0.9612616959383189,0.5712347308520638,0.4146183890293654
4,1084.0,6.225469135802469,1.3905061728395063,273.8557160493827,996.0,1.1481156580485856,29.41075896322366,7.458843961407117,279.4490761462553,90964.86294367284,-0.004546635085830862,7.627901355131195,1.0600260573232945,-0.16375780987446045,0.27563735581699894,-0.9612616959383189,0.4495968895807801,0.29630911870805443
5,1085.0,6.154691358024691,1.305432098765432,275.09503703703706,997.0,1.1379464786976166,43.37300038193527,7.261440663624571,279.2445803041811,90967.9604070216,-0.004446524090391321,7.426775633258607,1.0394265689660371,-0.20624145486201814,0.27563735581699894,-0.9612616959383189,0.4847568017091838,0.3369597901239548
6,1086.0,6.249123456790124,1.4213086419753087,274.63254320987653,998.0,1.0629809794340768,44.38195868217049,7.598786194737751,279.5269980724947,90968.98355516975,-0.004369559811446947,7.761259403935208,1.0251099489894246,-0.2791004945547081,0.27563735581699894,-0.9612616959383189,0.5508472104940259,0.3173433819010614
7,1087.0,7.122172839506172,1.5169135802469136,264.8959012345679,999.0,0.9249872232227739,93.97254015016097,8.566604545056064,280.1906512225116,90959.46764081791,-0.004427065285782294,8.731215978551816,0.9793497447504389,-0.029029639128753455,0.27563735581699894,-0.9612616959383189,0.2978504542044467,0.1999015544854291
8,1088.0,8.465024691358025,1.61079012345679,254.28746913580247,1000.0,0.7717273183955558,149.761493289292,9.762570892195901,280.4600340289834,90946.01514274691,-0.004627083389383157,9.934619592737292,0.9735530558738965,0.02795492657824217,0.27563735581699894,-0.9612616959383189,0.2414755899362076,0.07464580593931647
9,1089.0,9.855777777777778,1.7355925925925926,268.3961111111111,1001.0,0.6595221125934188,211.7464861471492,10.649598121032758,280.3010138994382,90934.37842399691,-0.004830892902962306,10.829225064501372,1.1138452073489955,-0.3215300234780239,0.27563735581699894,-0.9612616959383189,0.6160918434066868,0.2551380886054155
10,1090.0,11.210592592592592,1.9362469135802471,279.8692962962963,1002.0,0.6281623666212236,226.9927559924808,11.268956604913065,280.2460662465037,90916.06413966049,-0.005017391111709662,11.455518105589336,1.1036619372520469,-0.6935987338773801,0.27563735581699894,-0.9612616959383189,0.9709403533276622,0.393543990698112
11,1091.0,12.386543209876542,2.176506172839506,287.13825925925926,1003.0,0.6493428151763447,219.3260817233962,11.759029510340385,280.2115985258126,90940.88691165124,-0.005109715061135871,11.949023889612292,1.2113986480582382,-1.0385373995077098,0.27563735581699894,-0.9612616959383189,1.3322129421372129,0.47002276012594585
12,1092.0,13.468098765432098,2.373172839506173,292.92113580246917,1004.0,0.7017270495870576,224.3701423903683,12.230449265230185,280.20770885326243,90942.23562885802,-0.0052738268871162924,12.42654580952211,1.161712920608823,-1.272305806615264,0.27563735581699894,-0.9612616959383189,1.5432303150742186,0.5245944301708148
13,1093.0,14.280444444444443,2.5378641975308645,299.3317530864197,1005.0,0.7290694193691277,235.56255398202273,12.625222368481825,280.2155567687235,90934.55946180556,-0.005404127801074444,12.82616388768328,1.3440314981204193,-1.518658566095434,0.27563735581699894,-0.9612616959383189,1.8302935970728247,0.6118936220187261
14,1094.0,14.78130864197531,2.73120987654321,307.8441975308642,1006.0,0.7582029014924376,232.0675070120331,12.947003449834455,280.18049395525895,90924.78722993827,-0.005510931297180598,13.151916240174117,1.6069852329253171,-1.8074448629427695,0.27563735581699894,-0.9612616959383189,2.1803726747078676,0.7236045107797004
15,1095.0,15.007296296296294,2.7076666666666664,306.365,1007.0,0.8016849704190572,236.1658669339032,13.177151686577457,280.1382990707586,90921.61149691358,-0.005574905594860825,13.384443231276547,1.5053062341760926,-1.6969298466719878,0.27563735581699894,-0.9612616959383189,2.0461122923834085,0.6966545629597879
16,1083.7073170731708,14.87140243902439,2.6710365853658535,303.7827195121951,995.7073170731708,0.8024223759195275,239.81226019652274,13.214026945042352,280.03914437642914,90901.53110708842,-0.005592665921234979,13.421978871415323,1.5206544146882652,-1.5864246318288115,0.27563735581699894,-0.9612616959383189,1.9441183940462063,0.6751094921776962
17,1084.7073170731708,14.492158536585366,2.6308780487804877,297.09651219512193,996.7073170731708,0.773273929499847,237.13874055454002,13.243133807954619,279.97133394566976,90895.96884527439,-0.005597385760242083,13.451261231957435,1.6972567192501482,-1.2207564599674017,0.27563735581699894,-0.9612616959383189,1.6412937792726685,0.597531777945603
18,1085.7073170731708,14.08091463414634,2.4172439024390244,289.8355487804878,997.7073170731708,0.7626239751970826,228.23886970888822,13.130823298209243,279.92223097638384,90877.7860613567,-0.005567755460241201,13.33784897967085,1.5073584646937397,-0.9924421089627095,0.27563735581699894,-0.9612616959383189,1.3694808862586494,0.5354701770626564
19,1086.7073170731708,13.15579268292683,2.269548780487805,280.6476219512195,998.7073170731708,0.7500611885881933,209.14702509955043,12.88123879238393,280.01991085889864,90875.38852896342,-0.0055117757078870875,13.086182980421135,1.605540314211301,-0.7180136851514353,0.27563735581699894,-0.9612616959383189,1.1327459395623876,0.4434930134621869
20,1087.7073170731708,12.035573170731707,2.081780487804878,285.9517926829268,999.7073170731708,0.7089846970333831,216.30241168698637,12.498471543971426,280.3518996820217,90872.9228753811,-0.00545229112176284,12.701203918457054,1.6698674563959497,-0.5948694084250283,0.27563735581699894,-0.9612616959383189,1.0321030266503046,0.48992703687150246
21,1088.7073170731708,10.682890243902438,1.9566219512195124,277.30281707317073,1000.7073170731708,0.7408137275364697,176.53802609677922,11.780608931259877,281.1231966716487,90888.20336318598,-0.00535561498484797,11.97974659989522,1.4691099121897042,-0.3926448541507419,0.27563735581699894,-0.9612616959383189,0.7823760300029097,0.37651373315328757
22,1089.7073170731708,9.474512195121951,1.8824268292682929,279.90670731707314,1001.7073170731708,0.8844093890589059,143.15448302222936,10.858184393983093,281.44440218297444,90907.24776105183,-0.0052280157570151475,11.052577544421707,1.409534475154685,-0.4585414501269619,0.27563735581699894,-0.9612616959383189,0.8292986876715982,0.4211892976859935
23,1090.7073170731708,8.601243902439025,1.77209756097561,272.0280731707317,1002.7073170731708,0.9404779900485941,94.37854817701091,10.091788751754363,281.3838026465439,90911.8447980183,-0.00499331089976301,10.277454878644269,1.2776780994387156,-0.35196408797146156,0.27563735581699894,-0.9612616959383189,0.690505409027407,0.3614690207331234
