,datetime,Unnamed: 0.1,Unnamed: 0,temp,ws,wdir,katabaticity,ws_model,wdir_model,temp_model,dewpoint_temp,pressure
1473,2016-08-03 09:00:00,7935.0,7935.0,1.97,1.13,103.0,0.9743700647852352,3.70899743445198,58.12276844913221,1.708845262279601,273.47340393066406,97483.47265625
1474,2016-08-03 10:00:00,7936.0,7936.0,1.97,1.18,102.8,0.9751493543055632,3.676609195820678,58.73339361867022,1.355970506420226,273.40533447265625,97417.23046875
1475,2016-08-03 11:00:00,7937.0,7937.0,1.4,1.08,112.3,0.925209718385782,3.7702970922053245,57.21123308700809,1.1452008530999136,273.3621826171875,97399.82421875
1476,2016-08-03 12:00:00,7938.0,7938.0,1.44,1.4,114.7,0.9085081775267216,3.970608232906198,57.00444959231045,0.9838086411858512,273.30259704589844,97342.46484375
1477,2016-08-03 13:00:00,7939.0,7939.0,1.34,1.61,108.0,0.9510565162951536,4.00506189096805,56.504827372951105,0.8846265122796012,273.24847412109375,97311.8046875
1478,2016-08-03 14:00:00,7940.0,7940.0,1.64,1.63,108.5,0.9483236552061992,4.048556295983796,54.59189333016498,1.156049852123351,273.31915283203125,97267.12109375
1479,2016-08-03 15:00:00,7941.0,7941.0,2.71,1.5,101.2,0.9809551553491916,4.296282094872233,49.794236229507696,1.5946332261467886,273.27235412597656,97209.40234375
1480,2016-08-03 16:00:00,7942.0,7942.0,3.32,1.1,87.8,0.9992629164106211,4.782786533419646,47.3334115087124,2.027311448803039,273.20277404785156,97162.5859375
1481,2016-08-03 17:00:00,7943.0,7943.0,4.19,0.63,66.84,0.9194101385805528,5.278425476135594,44.56264820153044,2.190549974193664,272.9751434326172,97085.671875
1482,2016-08-03 18:00:00,7944.0,7944.0,4.01,2.91,74.49,0.9635837966364262,5.429801220102841,43.47265438130897,2.211973314037414,272.8685607910156,96996.3359375
1483,2016-08-03 19:00:00,7945.0,7945.0,3.93,4.4,79.4,0.9829353491495544,5.564344426724977,41.973063916534116,2.0201855943108513,272.868408203125,96936.8203125
1484,2016-08-03 20:00:00,7946.0,7946.0,3.78,4.47,76.44,0.9721249238675688,5.329437251743178,42.96466749557485,1.810224656810851,272.9439239501953,96902.47265625
1485,2016-08-03 21:00:00,7947.0,7947.0,3.54,4.23,78.52,0.9799942374565596,5.092852382428011,44.293116686677656,1.485670213451476,272.9193420410156,96882.2265625
1486,2016-08-03 22:00:00,7948.0,7948.0,3.04,3.32,83.2,0.9929655081065368,4.699393257389657,46.32989390979202,1.214307908763976,272.828857421875,96855.41796875
1487,2016-08-03 23:00:00,7949.0,7949.0,3.24,0.9,141.7,0.6197790317951403,4.3042151832507,46.6204185043889,1.224775438060851,272.6891784667969,96857.37890625
1488,2016-08-04 00:00:00,7950.0,7950.0,2.24,1.3,108.2,0.9499720515246524,3.9196736787382225,46.03474706180032,1.153730516185851,272.75160217285156,96838.171875
1489,2016-08-04 01:00:00,7951.0,7951.0,1.78,0.94,118.8,0.8763066800438636,3.6245192592718523,46.65655000028001,1.0182172105217886,272.74244689941406,96815.42578125
1490,2016-08-04 02:00:00,7952.0,7952.0,1.08,1.96,109.8,0.9408807689542256,3.4270710149689334,48.39390893063361,0.9891492173577262,272.7063293457031,96750.921875
1491,2016-08-04 03:00:00,7953.0,7953.0,1.12,2.14,108.4,0.9488760116444964,3.045769360811233,52.05650185496956,0.8778058335686637,272.6075439453125,96727.296875
1492,2016-08-04 04:00:00,7954.0,7954.0,1.24,2.49,106.1,0.9607791541575942,2.7536080992747887,57.81405909222078,0.8138257310296012,272.5317687988281,96699.140625
1493,2016-08-04 05:00:00,7955.0,7955.0,1.18,2.13,114.4,0.9106836608061772,2.420621374042102,64.3993595806611,0.8370038316155387,272.55780029296875,96683.1171875
1494,2016-08-04 06:00:00,7956.0,7956.0,1.98,1.94,109.5,0.9426414910921784,2.182089196958459,68.96978997453076,0.7213727280999137,272.41729736328125,96665.24609375
1495,2016-08-04 07:00:00,7957.0,7957.0,1.8,1.84,104.0,0.9702957262759964,1.661448015127185,60.631296703275325,0.7572461411858512,272.2834167480469,96638.76171875
1496,2016-08-04 08:00:00,7958.0,7958.0,1.93,1.79,110.3,0.9378889346118976,1.4226602839196767,69.47182573143887,0.6483289048577262,272.13063049316406,96640.67578125
1497,2016-08-04 09:00:00,7959.0,7959.0,1.78,1.72,109.3,0.9438009515832294,1.415844664558593,83.9735388480958,0.4000684068108512,272.1214599609375,96598.09765625
1498,2016-08-04 10:00:00,7960.0,7960.0,1.99,1.84,98.2,0.989776230907789,1.511414507693199,89.73478382571176,0.3141461655999137,272.11822509765625,96578.66015625
1499,2016-08-04 11:00:00,7961.0,7961.0,2.01,1.39,106.2,0.9602936856769432,1.4292273483680382,89.35999128700611,0.15637028669366368,272.0605163574219,96569.16015625
