,datetime,Unnamed: 0.1,Unnamed: 0,temp,ws,wdir,katabaticity,ws_model,wdir_model,temp_model,dewpoint_temp,pressure
2924,2008-07-21 20:00:00,55462.5,55849.5,6.348333333333334,2.405,202.33333333333334,0.7324844796552656,0.8500414874414898,228.168817046036,15.650969300123181,283.15557861328125,87030.8046875
2925,2008-07-21 21:00:00,55468.5,55855.5,7.033333333333334,1.23,152.1833333333333,0.8006919102225131,0.6445422404609322,221.77851206969703,15.717055115552869,279.6169891357422,87085.18359375
2926,2008-07-21 22:00:00,55474.5,55861.5,6.118333333333333,1.92,193.48333333333335,0.7792158526669954,0.5216213039403912,222.32059027834632,14.654722962232556,279.88177490234375,87092.41015625
2927,2008-07-21 23:00:00,55480.5,55867.5,6.723333333333334,1.6083333333333334,158.96666666666667,0.945791393431823,0.5816337731155071,215.52177700484577,13.857573304029431,280.6839599609375,87029.625
2928,2008-07-22 00:00:00,55486.0,55874.0,5.554,1.9240000000000002,181.02,0.9115649336572634,0.5174320896625865,200.88708926675503,12.894682679029431,280.8348083496094,87025.2109375
2929,2008-07-22 01:00:00,55491.5,55879.5,5.7749999999999995,1.7616666666666667,179.46666666666667,0.8702568560029934,0.4359197330315236,188.7887042097781,12.058714661451306,280.9713897705078,87019.90625
2930,2008-07-22 02:00:00,55497.5,55885.5,5.08,1.8766666666666667,193.20000000000002,0.8264428833340962,0.34093403285284585,172.28114595702561,11.269896302076306,281.09185791015625,87025.03515625
2931,2008-07-22 03:00:00,55503.5,55891.5,4.78,2.0816666666666666,186.73333333333335,0.8831370596426419,0.257849702354498,159.19910420825101,10.633391175123181,281.1860046386719,87051.04296875
2932,2008-07-22 04:00:00,55509.5,55897.5,4.741666666666666,1.9883333333333333,166.56666666666666,0.7856484968260644,0.2372374326471137,123.2515879778144,10.091749939771619,281.2419738769531,87069.15625
2933,2008-07-22 05:00:00,55515.5,55903.5,5.213333333333334,1.495,181.6833333333333,0.9077072668599739,0.25272084279881357,103.33144099578807,9.603636536451306,281.31114196777344,87088.84375
2934,2008-07-22 06:00:00,55521.5,55909.5,4.59,1.295,191.6,0.8054726482165274,0.13925008210639056,75.90132460738343,10.241881165357556,282.03411865234375,87105.9296875
2935,2008-07-22 07:00:00,55527.5,55915.5,4.115,1.6783333333333335,189.33333333333334,0.8702011309097833,0.2224129054979633,60.777787830914455,11.384810242505994,282.8324432373047,87132.06640625
2936,2008-07-22 08:00:00,55533.5,55921.5,3.9716666666666662,1.675,188.91666666666666,0.8682854527485754,0.31319303331818765,46.09753142107159,12.059035096021619,282.3070373535156,87146.71484375
2937,2008-07-22 09:00:00,55539.5,55927.5,4.375,1.7633333333333334,188.54999999999998,0.86576493022839,0.2093697347308108,17.010013955255207,12.786864075513806,281.82745361328125,87160.15234375
2938,2008-07-22 10:00:00,55545.5,55933.5,5.348333333333334,1.515,154.91666666666666,0.978580832207396,0.14772377999186947,299.19946139058413,13.551131043287244,281.61500549316406,87154.8046875
