,ws_obs,ws_pred,ws_era,temp,datetime,temp_era
0,0.6182080924855492,1.7771157985885377,0.6881845817958873,,0,6.46125730994152
1,0.6342485549132948,1.189795338885436,0.7086780268491781,,1,6.268421052631579
2,0.6014450867052022,1.112040272371895,0.7233601761867106,,2,6.075146198830409
3,0.5965317919075145,1.077417612123281,0.7513377332842862,,3,5.9260233918128655
4,0.5810693641618497,1.035988385937103,0.7563296990416137,,4,5.78187134502924
5,0.6024566473988439,0.9771224939847594,0.7850307004972541,,5,5.6138728323699425
6,0.5806358381502891,0.8267631046061416,0.6926739511665619,,6,5.721242774566474
7,0.5919540229885057,1.0337207650403226,0.5250288969536911,,7,6.6722701149425285
8,0.7477142857142857,1.662936090591885,0.7361936072888027,,8,8.564857142857143
9,1.098728813559322,2.0700780173579747,0.985023264944819,,9,9.64858757062147
10,1.4523480662983426,2.2769052083364816,1.1456806429918742,,10,10.595580110497238
11,1.631511839708561,2.4470441875508913,1.2718888682386056,,11,11.392349726775958
12,1.654281767955801,2.676389349458411,1.3647848599795394,,12,11.664917127071822
13,1.6628957169459964,2.730714426614647,1.3746110435054923,,13,11.396275605214154
14,1.6276217228464418,2.793791396769171,1.2931913198553684,,14,10.8999531835206
15,1.423587570621469,2.723933650441646,1.167572940497468,,15,10.225706214689266
16,1.2630057803468209,2.5689669290123422,0.9580066826026208,,16,9.401156069364163
17,1.1106936416184972,2.2593460014403925,0.731191497809258,,17,8.639595375722545
18,0.9817919075144508,2.054370832080821,0.5377386891440878,,18,7.98800578034682
19,0.8422928709055877,1.8216366927253018,0.5106716158537631,,19,7.552408477842003
20,0.7358381502890173,1.6723108568774978,0.5483659891502893,,20,7.301734104046243
21,0.6927745664739884,1.5738310545768388,0.5776785888545637,,21,7.064739884393064
22,0.6556686046511628,1.464927282409358,0.62146007933144,,22,6.8504360465116285
23,0.6385838150289017,1.340590871785447,0.6517870604809339,,23,6.651589595375722
