,ws_obs,ws_pred,ws_era,temp,datetime,temp_era
0,3.428353915662651,2.358650742418606,0.5936081661089346,,0,2.8988115501519753
1,3.5174362449799195,2.0676574708069824,0.6002782717338452,,1,2.7820699088145897
2,3.4830737951807227,1.9060946828866057,0.6088024458060485,,2,2.6574161616161613
3,3.576739959839357,1.7487542939094065,0.6275451383558167,,3,2.570170707070707
4,3.635522590361446,1.6324915002586977,0.6391048898025011,,4,2.5053565656565655
5,3.7398212851405614,1.5211000540798185,0.651460801247864,,5,2.535209595959596
6,3.769569779116465,1.408357298003583,0.6621148015576119,,6,2.706520707070707
7,3.62992218875502,1.2597966819731201,0.6840164018659625,,7,3.101660101010101
8,3.459750502008032,1.172340344135192,0.6880245449290476,,8,3.659141414141414
9,3.386130020080321,1.4222991617116005,0.7086629907334226,,9,4.216749494949496
10,3.329588855421687,1.9261957875736124,0.799377443051087,,10,4.72194696969697
11,3.0797008032128512,2.3937407080808395,0.9063771764465725,,11,5.310224242424242
12,2.981984390735146,2.737655632657553,0.9876176892288364,,12,5.790125126646403
13,2.9768867069486404,2.993205829443344,1.035624721788905,,13,5.9407294832826745
14,3.0143199899295063,3.174528715235065,1.055857770205913,,14,5.96019959473151
15,2.9778227593152065,3.2580738191635508,1.0540195407001582,,15,5.943379027355623
16,3.1386570996978853,3.292793635219107,1.0068329777789602,,16,5.666346504559271
17,3.2367583081570994,3.2810691953307787,0.9537638755908272,,17,5.3193252279635255
18,3.2902296072507555,3.2183422533770427,0.8459894723221445,,18,4.842471631205674
19,3.372388217522659,3.111640114920345,0.7470482419616877,,19,4.293223910840932
20,3.458097683786505,2.9850539526588626,0.6471578737937593,,20,3.7728257345491385
21,3.505968277945619,2.787398158462848,0.6072444201580496,,21,3.4369994934143873
22,3.417239174219537,2.6399922598226704,0.5779209217842255,,22,3.2129093211752786
23,3.3978182275931523,2.43120263694799,0.584545639717266,,23,3.045549138804458
