,ws_obs,ws_pred,ws_era,temp,datetime,temp_era
0,3.666951388888889,2.8386520044158363,0.5611026130105252,,0,3.1958333333333333
1,3.622461111111112,2.5065040063020905,0.5670866866358016,,1,3.1796918767507
2,3.672298611111111,2.3482340602303373,0.5765799220249754,,2,3.08921568627451
3,3.9083944444444447,2.198182103726541,0.5860852792379799,,3,3.031372549019608
4,3.7366666666666655,2.0761627787875443,0.5974051919785003,,4,2.965406162464986
5,3.7189875,2.00113917099917,0.5979529201217277,,5,2.846078431372549
6,3.644543055555556,1.91318841256401,0.6065299998812049,,6,2.7927170868347337
7,3.594819444444445,1.8012685131504151,0.6427722539883987,,7,3.0358543417366946
8,3.633126388888889,1.744687861590291,0.6762404923394912,,8,3.4733333333333336
9,3.6028333333333333,2.0007453522436904,0.7474515322078028,,9,4.113888888888889
10,3.880813888888889,2.3601022445215056,0.8411326936977261,,10,4.574166666666667
11,4.195554166666667,2.763142748768879,0.9533547535912584,,11,5.151944444444444
12,4.203334722222222,3.1393252277954953,1.0622415585435374,,12,5.602361111111111
13,4.254566666666666,3.38400358945571,1.169424550176014,,13,5.963472222222222
14,4.210688888888889,3.558177486159368,1.2175222787735362,,14,6.150555555555556
15,4.139815277777777,3.670193600270172,1.2103012886300053,,15,6.2091666666666665
16,4.163391666666667,3.780760969150007,1.1548512520838274,,16,6.055138888888889
17,4.107598611111111,3.8090946404889667,1.0638461510210642,,17,5.784861111111111
18,4.166415277777777,3.767848736813436,0.9355704140910046,,18,5.382361111111111
19,3.9016125,3.675952486192826,0.822359766259186,,19,4.935694444444445
20,3.844848611111111,3.534923747306675,0.703687450627898,,20,4.4366666666666665
21,3.692294444444444,3.331431976917555,0.6644716516915197,,21,4.050694444444444
22,3.858390277777778,3.1575888800613585,0.6328102541088961,,22,3.736111111111111
23,3.837031944444445,2.9151372096935906,0.5954944573835828,,23,3.4908333333333337
