,ws_obs,ws_pred,ws_era,temp,datetime,temp_era
0,2.7971985645933017,2.9244453454878205,0.5563920428520559,,0,-14.511159420289856
1,2.82044019138756,2.7728861035446717,0.5339908746168852,,1,-14.675772946859905
2,2.83232057416268,2.7434901583895503,0.4997893063431682,,2,-14.843574879227052
3,2.837366028708134,2.7129064982749784,0.4852719376601991,,3,-14.976980676328504
4,2.8299856459330144,2.682925615294959,0.4724028855912661,,4,-15.062270531400966
5,2.8905751789976137,2.645359397385885,0.4686033060301549,,5,-15.099759615384615
6,2.957494033412888,2.5252716002584257,0.5008561240939903,,6,-14.801685851318945
7,3.0569546539379475,2.587579947363796,0.6049046871718193,,7,-14.314652278177459
8,3.1183412887828164,2.7501430531041913,0.7876151571206708,,8,-13.687455635491606
9,3.1634988066825778,2.892962388094036,0.97448000414697,,9,-13.178915865384615
10,3.151482100238664,3.002890159077682,1.1293347292001064,,10,-12.591873786407767
11,3.120040572792363,3.066980404776784,1.2419006063361302,,11,-12.555863080684597
12,3.133241050119332,3.110887482571999,1.2964221439090151,,12,-11.562742499999999
13,3.132038186157518,3.177270716561088,1.3158607720329505,,13,-11.32095739348371
14,3.1545885167464114,3.207802403845391,1.2869140995450905,,14,-11.306884422110553
15,3.1616291866028705,3.2287829567485624,1.232076844426698,,15,-11.546957711442786
16,3.211555023923445,3.2220561105518026,1.1208412119193352,,16,-11.600311274509803
17,3.127968899521531,3.1929864143072346,0.9548931238155832,,17,-11.65104347826087
18,3.079755980861244,3.155128670204466,0.8038783377491002,,18,-12.45042891566265
19,3.035397129186603,3.071570057833786,0.7288089853464844,,19,-13.31277108433735
20,3.0576978417266187,2.987311615632359,0.6653858217752926,,20,-13.78280193236715
21,2.923623501199041,2.9263121212491474,0.6271972688996946,,21,-13.999347826086955
22,2.793570743405276,2.878234075645873,0.6094947178886314,,22,-14.181038647342994
23,2.780520383693046,2.8370266835793325,0.5839325910448622,,23,-14.323115942028986
