,ws_obs,ws_pred,ws_era,temp,datetime,temp_era
0,2.3276511627906977,1.8302270282918602,0.5435190051976744,,0,1.5131176470588237
1,2.5728023255813954,1.3654782197735629,0.6151234748953488,,1,1.3087058823529412
2,2.402470930232558,1.2264705501305362,0.6858303317441861,,2,1.0308823529411764
3,2.1260406976744184,1.118958132007806,0.7506168759883721,,3,0.7130000000000001
4,2.0110639534883723,1.0020262055670872,0.8105885190697674,,4,0.4814117647058824
5,2.030860465116279,0.8745515247173524,0.86315953,,5,0.30017647058823527
6,2.0330348837209304,0.7461916396906745,0.8987827560465116,,6,0.329
7,1.775424418604651,0.6290201889987868,0.8520556213837209,,7,1.381764705882353
8,1.360081395348837,0.8644926845028367,0.7026508628139535,,8,3.0006470588235294
9,1.57075,1.4260944979668229,0.5878924610697674,,9,3.965117647058823
10,1.9565872093023255,2.0694638864574646,0.8288319460697675,,10,4.414823529411764
11,2.516168604651163,2.486139781323626,1.0831399931744186,,11,4.467
12,3.4373023255813955,2.7082931207115983,1.269311097965116,,12,4.319117647058824
13,4.308226744186047,2.771517872964922,1.2848160988023256,,13,4.358235294117647
14,4.236744186046511,2.8117009979914647,1.2549522053953488,,14,4.2287058823529415
15,4.240302325581395,2.7762400229805935,1.1777982404534884,,15,3.853313953488372
16,3.749360465116279,2.7339801486184134,0.977957118255814,,16,3.5152906976744185
17,3.175005813953488,2.6626927946631067,0.7995315819651163,,17,3.067732558139535
18,2.897459302325581,2.553104778997593,0.5278305779534883,,18,2.619186046511628
19,2.541982558139535,2.384015596613901,0.3432520903604651,,19,2.232674418604651
20,2.3598895348837208,2.1529408441322673,0.3833318049767442,,20,2.0306976744186045
21,2.169308139534884,1.9564728193343028,0.4610707805,,21,1.8935465116279069
22,2.506133720930233,1.7593534138633105,0.4849567439767441,,22,1.8051744186046512
23,2.551988372093023,1.5485084774130642,0.5185438031627907,,23,1.5869186046511627
