,datetime,Unnamed: 0_x,temp,ws,wdir,Unnamed: 0_y,ws_model,wdir_model,temp_model,dewpoint_temp,pressure,lapse_rate,temp_era5_uncorrected
0,2015-07-27 13:00:00,1.5,10.0,4.5,257.25,1355.0,1.0976319064295124,295.98585069464167,8.288988367786505,274.8744201660156,72321.7734375,-0.0031574767084614,8.470574951171898
1,2015-07-27 14:00:00,6.5,10.366666666666667,4.883333333333334,238.5,1356.0,1.538686533408616,286.2536819026737,7.854064154568375,274.55357360839844,72354.70703125,-0.0030925236092252,8.031915283203148
2,2015-07-27 15:00:00,12.5,10.366666666666667,6.566666666666666,230.33333333333334,1357.0,1.4434230756349915,292.9646899373635,8.855433628505834,274.28819274902344,72339.83203125,-0.0031124892784813,9.03443298339846
3,2015-07-27 16:00:00,18.5,10.033333333333333,6.533333333333334,224.66666666666666,1358.0,1.3119039241020791,305.08029926426786,9.102843873839777,273.4166412353516,72357.99609375,-0.0031023332509364,9.28125915527346
4,2015-07-27 17:00:00,24.5,9.5,5.533333333333334,234.33333333333334,1359.0,1.4881297573979495,327.3617753399832,8.349905574424563,273.13868713378906,72378.203125,-0.0031727938461807,8.532373046875023
5,2015-07-27 18:00:00,30.5,8.866666666666667,4.5,231.66666666666666,1360.0,1.3576910191198703,326.6435504216883,8.579969006673467,273.4596099853516,72420.54296875,-0.0032650106116378,8.767739868164085
6,2015-07-27 19:00:00,36.5,7.816666666666666,4.2,257.0,1361.0,1.2746799463851743,314.3433185883628,8.18672506162675,273.1851501464844,72440.109375,-0.0033389392011808,8.378747558593773
7,2015-07-27 20:00:00,42.5,7.55,3.016666666666667,275.6666666666667,1362.0,1.0603349674401463,314.760377437494,7.597365233529761,273.0154266357422,72460.28125,-0.0034265719089012,7.794427490234398
8,2015-07-27 21:00:00,48.5,6.0,3.1833333333333336,57.833333333333336,1363.0,0.7407073598978421,355.20352180840484,6.7203105767037945,271.8199615478516,72461.1875,-0.0037374397831296,6.93525085449221
9,2015-07-27 22:00:00,54.5,4.616666666666666,2.1166666666666667,41.833333333333336,1364.0,0.7273520826239894,349.2037259191555,5.9148475102549245,272.1482391357422,72471.80078125,-0.00385307526658,6.136437988281273
10,2015-07-27 23:00:00,60.5,4.6499999999999995,2.283333333333333,74.0,1365.0,0.7159056755730757,330.9973486022163,5.150593796224135,272.5317077636719,72504.4453125,-0.0039555251787447,5.378076171875023
11,2015-07-28 00:00:00,66.5,6.3500000000000005,5.266666666666667,242.33333333333334,1366.0,0.7506809392194584,333.4328654726084,4.662516181393471,272.95680236816406,72475.02734375,-0.0039331463142163,4.888711547851585
12,2015-07-28 01:00:00,72.5,6.333333333333333,5.383333333333333,245.0,1367.0,0.724779217247324,328.9772855079036,4.215393369771385,273.4279479980469,72469.69921875,-0.0039301323885928,4.44141540527346
13,2015-07-28 02:00:00,78.5,6.283333333333334,6.1000000000000005,242.0,1368.0,0.5745887977061921,323.5582698376678,3.8281588873028647,273.7274627685547,72449.41015625,-0.0039263645344861,4.05396423339846
14,2015-07-28 03:00:00,84.5,5.866666666666667,4.933333333333334,238.5,1369.0,0.6722981437665304,318.74238801733776,3.9363544100763166,274.3280487060547,72427.1640625,-0.003858520725964,4.158258056640648
15,2015-07-28 04:00:00,90.5,4.983333333333333,4.466666666666666,241.0,1370.0,0.599814327917755,310.1149905251643,3.6594023239644837,274.53277587890625,72412.86328125,-0.0038267699160915,3.8794799804687727
16,2015-07-28 05:00:00,96.5,4.066666666666666,3.6666666666666665,238.66666666666666,1371.0,0.4611811774187402,295.53832765348244,3.31061236301604,274.6172790527344,72379.16796875,-0.0037544157757113,3.526528930664085
17,2015-07-28 06:00:00,102.5,3.8833333333333333,3.5833333333333335,244.5,1372.0,0.3444983855185606,264.1135583588044,3.0813035999236917,274.72804260253906,72362.58984375,-0.0036971002549389,3.2939239501953352
18,2015-07-28 07:00:00,108.5,4.216666666666667,3.6833333333333336,240.83333333333334,1373.0,0.3422021245840087,262.80574400029684,3.0225999894270092,274.8687438964844,72353.9375,-0.0036724781431969,3.233804321289085
19,2015-07-28 08:00:00,114.5,4.8999999999999995,4.966666666666667,240.16666666666666,1374.0,0.5240615011677269,275.0797924928534,3.670667567223236,274.9333953857422,72393.6953125,-0.003462406100787,3.869790649414085
20,2015-07-28 09:00:00,120.5,6.183333333333334,5.183333333333334,239.33333333333334,1375.0,0.406718239284734,243.1590514114079,5.353960126669327,275.40419006347656,72436.7265625,-0.0032394646796662,5.540261840820335
21,2015-07-28 10:00:00,126.5,7.3500000000000005,6.816666666666666,235.16666666666666,1376.0,0.8081162365544624,205.60172006026576,7.111362685361475,274.9511260986328,72456.42578125,-0.0029839221315493,7.28296813964846
22,2015-07-28 11:00:00,132.5,8.333333333333334,7.0,233.5,1377.0,1.1704512053012326,215.05003043905083,8.80344837845394,274.7501983642578,72474.9609375,-0.0026446980265303,8.955545043945335
23,2015-07-28 12:00:00,138.5,8.9,5.8500000000000005,234.5,1378.0,1.1307853591535464,211.66347116430035,9.55811273766281,274.5422821044922,72480.27734375,-0.0025845534776092,9.706750488281273
24,2015-07-28 13:00:00,144.5,10.416666666666666,5.6499999999999995,219.66666666666666,1379.0,1.3188088881660345,223.09275277885243,10.351566570165112,274.31272888183594,72465.44921875,-0.0024352317098207,10.491616821289083
25,2015-07-28 14:00:00,150.5,10.65,5.433333333333334,230.5,1380.0,1.2654545240177233,223.60563009777584,11.018178869909747,274.7777709960937,72476.53125,-0.0022990930115081,11.15039978027346
