,datetime,Unnamed: 0_x,temp,ws,wdir,Unnamed: 0_y,ws_model,wdir_model,temp_model,dewpoint_temp,pressure,lapse_rate,temp_era5_uncorrected
0,2017-06-01 00:00:00,20126.5,-1.836,1.7,135.925,,,,,,,,
1,2017-06-01 01:00:00,20130.5,-1.83325,1.2999999999999998,232.9,,,,,,,,
2,2017-06-01 02:00:00,20134.5,-1.18825,1.575,97.875,,,,,,,,
3,2017-06-01 03:00:00,20138.5,-1.636,1.95,209.825,,,,,,,,
4,2017-06-01 04:00:00,20142.5,-2.198,1.475,182.125,,,,,,,,
5,2017-06-01 05:00:00,20146.5,-1.193,1.475,174.325,2904.0,0.8065020778449415,30.16102660705086,-6.006180501516757,264.5826873779297,53216.08203125,-0.0055669217872367,-7.071920776367165
6,2017-06-01 06:00:00,20150.5,-0.56275,1.625,116.5,2905.0,0.6589045174610101,33.78892173933616,-4.550665762014065,265.9406433105469,53251.71484375,-0.0055884112817039,-5.620520019531227
7,2017-06-01 07:00:00,20154.5,-0.09050000000000002,1.0499999999999998,229.8,2906.0,0.2783655379557734,23.098662035012858,-2.903282780847156,266.90223693847656,53285.09375,-0.0055605856656088,-3.9678100585937273
8,2017-06-01 08:00:00,20158.5,2.67225,1.075,78.9,2907.0,0.8166295185133899,211.64902263506525,-1.6014990776948366,267.65147399902344,53322.5390625,-0.0053823418370697,-2.6319030761718523
9,2017-06-01 09:00:00,20162.5,5.46625,1.0,147.925,2908.0,1.3312109900173164,205.48417235416835,-0.7045748525903777,268.2406616210937,53360.29296875,-0.0051601910325982,-1.6924499511718525
10,2017-06-01 10:00:00,20166.5,5.873,3.65,100.3,2909.0,1.622563369334476,206.18072235178465,-0.48975438496227175,269.089111328125,53383.34375,-0.0050100652128147,-1.4488891601562273
11,2017-06-01 11:00:00,20170.5,7.301,4.675000000000001,105.97500000000001,2910.0,1.6758022571757003,205.35094191271344,-0.5059758822601486,269.53453063964844,53377.984375,-0.0049294764469386,-1.4496826171874773
12,2017-06-01 12:00:00,20174.5,8.1005,3.625,118.375,2911.0,1.684165084058094,205.57767297144932,0.21998417402120796,270.71563720703125,53382.7265625,-0.0048753982775045,-0.7133697509765398
13,2017-06-01 13:00:00,20178.5,6.786,5.3,115.4,2912.0,1.9300327830229227,209.268145025564,0.3556385311412027,271.09776306152344,53354.5859375,-0.0048934309785126,-0.5811676025390398
14,2017-06-01 14:00:00,20182.5,5.2695,3.4499999999999997,123.275,2913.0,1.9959063851470469,209.1544176253771,0.5542726568005512,271.2086334228516,53318.08203125,-0.0048113101377775,-0.3668121337890397
15,2017-06-01 15:00:00,20186.5,3.87325,3.925,114.825,2914.0,1.764360479607926,218.22584171106263,0.21729751220218707,271.1195373535156,53300.5234375,-0.0048070855446481,-0.7029785156249773
16,2017-06-01 16:00:00,20190.5,2.5035,3.225,108.025,2915.0,1.765378671062854,217.10890136126423,0.4072784818927697,271.69117736816406,53294.7265625,-0.0048404493512851,-0.5193847656249773
17,2017-06-01 17:00:00,20194.5,1.67425,1.525,115.425,2916.0,1.14773881606146,208.52511460226535,-0.304511389112332,271.1056671142578,53283.1484375,-0.004939931869293,-1.2502197265624773
18,2017-06-01 18:00:00,20198.5,0.8435,2.6,103.175,2917.0,0.956674663373114,209.1705269278012,-1.3243892312046237,270.4993591308594,53315.80078125,-0.0051141093652612,-2.3034423828124773
19,2017-06-01 19:00:00,20202.5,0.562,1.9000000000000001,127.8,2918.0,0.436094472253079,193.5704343851615,-1.5311198259299303,270.41041564941406,53348.94140625,-0.0053174920901523,-2.5491088867187277
20,2017-06-01 20:00:00,20206.5,1.06275,2.1,170.625,2919.0,0.2785033665608821,185.7511605363926,-2.2978862732588,269.5518493652344,53405.48828125,-0.0054447162273052,-3.3402313232421648
21,2017-06-01 21:00:00,20210.5,0.4965,3.75,104.725,2920.0,0.1792102374849671,192.30008642590283,-3.1216096343066035,268.68055725097656,53415.625,-0.0055673391491043,-4.18742980957029
22,2017-06-01 22:00:00,20214.5,-0.03175,1.675,55.35,2921.0,0.1040187084159436,209.03909338048837,-3.5457025028030302,268.22215270996094,53410.515625,-0.0055583046055553,-4.60979309082029
23,2017-06-01 23:00:00,20218.5,-0.4845,1.15,139.125,2922.0,0.0581057696603273,336.9331605913538,-4.143702054718326,267.4875946044922,53388.77734375,-0.0055353896195244,-5.203405761718727
24,2017-06-02 00:00:00,20222.5,-0.968,1.225,129.75,2923.0,0.1166023751995104,59.392752226046944,-3.163686685396913,268.40025329589844,53357.6015625,-0.0055176383710422,-4.219992065429665
25,2017-06-02 01:00:00,20226.5,-0.96275,0.875,101.22500000000001,2924.0,0.375754368136773,40.05491604130078,-3.769664846196406,267.59228515625,53311.9765625,-0.005510593693323,-4.824621582031227
26,2017-06-02 02:00:00,20230.5,-0.98,0.6,196.0,2925.0,0.3748210095488885,38.60553158585248,-3.9246203167445186,266.8301544189453,53274.4453125,-0.0055265217392246,-4.982626342773415
27,2017-06-02 03:00:00,20234.5,-0.8945,1.15,106.75,2926.0,0.4348916660445152,33.4330324916352,-4.497535523520349,266.1623229980469,53255.1328125,-0.0055253603630602,-5.555319213867165
28,2017-06-02 04:00:00,20238.5,-1.51425,1.625,163.925,2927.0,0.4421376031370848,35.23954391672903,-4.687001668733985,265.6325378417969,53253.35546875,-0.0055401174217189,-5.74761047363279
29,2017-06-02 05:00:00,20242.5,-2.20325,0.9750000000000001,65.4,2928.0,0.6737055399208984,33.227930633430624,-6.537443850733547,264.7569122314453,53263.578125,-0.0055043635898243,-7.591207885742165
