,datetime,Unnamed: 0_x,temp,ws,wdir,Unnamed: 0_y,ws_model,wdir_model,temp_model,dewpoint_temp,pressure,lapse_rate,temp_era5_uncorrected
284,1968-08-12 20:00:00,284.0,-2.5,3.0,320.0,1748.0,0.6115245644398494,309.53886987529114,0.6692906513923602,273.40069580078125,73022.328125,-0.0037376070087964,0.6535583496093977
285,1968-08-12 21:00:00,285.0,-2.7,3.1,320.0,1749.0,0.500698657829477,295.2319780398687,-0.05031974142697013,272.8409423828125,73017.3828125,-0.0036129513540743,-0.0655273437499772
286,1968-08-12 22:00:00,286.0,-3.1,4.5,320.0,1750.0,0.5042452494348918,277.59899715122083,-1.0646143686451053,271.7893371582031,72998.5078125,-0.0035701290313708,-1.0796417236327898
287,1968-08-12 23:00:00,287.0,-3.3,4.1,320.0,1751.0,0.5079229537343248,267.768691369993,-1.572830985747921,271.3434295654297,72969.95703125,-0.0036009996937788,-1.5879882812499773
288,1968-08-13 00:00:00,288.0,-3.3,5.4,290.0,1752.0,0.5016498841794786,260.9293412196187,-1.984298107419373,270.8053741455078,72982.08984375,-0.0036738307839273,-1.9997619628906025
289,1968-08-13 01:00:00,289.0,-3.4,6.7,290.0,1753.0,0.5267929030276717,260.9592134578912,-3.112071065392872,269.53611755371094,72922.30859375,-0.0036784398465569,-3.12755432128904
290,1968-08-13 02:00:00,290.0,-3.8,6.8,290.0,1754.0,0.4756413396665514,255.74620631900245,-3.777495838076409,268.8138885498047,72852.16015625,-0.0037680602200651,-3.7933563232421648
291,1968-08-13 03:00:00,291.0,-4.0,5.1,270.0,1755.0,0.4698564251763706,248.9363051698665,-3.923292964491598,268.49696350097656,72821.17578125,-0.0037138268153708,-3.938925170898415
292,1968-08-13 04:00:00,292.0,-4.5,3.0,290.0,1756.0,0.4717204454436701,240.9252343888218,-4.292190082317391,268.1505279541016,72780.828125,-0.0037136763230807,-4.307821655273415
293,1968-08-13 05:00:00,293.0,-4.7,3.1,290.0,1757.0,0.4399744967633923,239.35794269407015,-4.1901257200106565,268.2062530517578,72770.8984375,-0.0037314032955521,-4.205831909179665
294,1968-08-13 06:00:00,294.0,-4.5,3.9,270.0,1758.0,0.4471614377410637,237.8924451190799,-2.6538191900836763,269.8084411621094,72775.34375,-0.0037255478162374,-2.6695007324218523
295,1968-08-13 07:00:00,295.0,-4.8,1.0,110.0,1759.0,0.3722791470580396,235.49679878101557,0.5684334105338956,273.1216735839844,72834.96875,-0.0034955215290624,0.5537200927734602
296,1968-08-13 08:00:00,296.0,-5.5,2.3,320.0,1760.0,0.538585090192444,237.59697062190224,2.6222325839741236,272.6474151611328,72851.92578125,-0.0033171030495471,2.6082702636718977
297,1968-08-13 09:00:00,297.0,-0.9,2.6,290.0,1761.0,0.849694551456319,229.87110631297747,4.688930677688477,271.4041442871094,72859.69140625,-0.0031834316449597,4.675531005859398
298,1968-08-13 10:00:00,298.0,0.5,3.4,270.0,1762.0,1.1954741673615552,221.3790101474497,6.100343017274992,271.1171417236328,72809.375,-0.0030794601218278,6.087380981445335
299,1968-08-13 11:00:00,299.0,1.0,3.1,250.0,1763.0,1.2293704934110607,221.5760172084248,6.905849969926076,270.42979431152344,72787.93359375,-0.0031400127210737,6.892633056640648
300,1968-08-13 12:00:00,300.0,1.2,3.1,230.0,1764.0,1.2342736623798023,224.17605710499845,7.714660591933724,270.2889862060547,72759.23046875,-0.0032060366111507,7.701165771484398
301,1968-08-13 13:00:00,301.0,2.0,2.9,200.0,1765.0,1.1708461602772022,219.2585740734504,8.085494272831525,270.4456481933594,72683.890625,-0.0032131277338839,8.07196960449221
