,Unnamed: 0,datetime,Unnamed: 0.1,Unnamed: 0.1.1,temp,ws,wdir,katabaticity,ws_model,wdir_model,temp_model
0,0,0,42609.16496163683,45284.54219948849,1.7113810741687978,-4.151393861892583,163.61125319693096,-0.2946591477930201,0.4559106338471129,210.125435521234,0.3035730282950812
1,1,1,42602.35979513444,45278.54161331626,2.1541485275288093,-4.203738796414853,163.88604353393086,-0.3463132779725499,0.4852905699686829,203.07610164383792,0.985224570000409
2,2,2,42582.45790816326,45255.94897959184,3.2173086734693874,-4.061849489795918,162.23086734693877,-0.6047206741479455,0.6197374745090375,192.9723100124692,2.1884835549657686
3,3,3,42537.8337595908,45208.97442455243,3.9545780051150894,-3.671777493606138,164.6381074168798,-0.7536658316079551,0.8704548665245466,191.5943147897369,3.057093354390833
4,4,4,42538.8337595908,45209.97442455243,4.460677749360614,-3.154028132992327,164.98209718670077,-0.7785730988020413,1.0551753034087128,193.99333826542824,3.6215409089442185
5,5,5,42539.8337595908,45210.97442455243,4.748056265984655,-2.666278772378517,165.56649616368287,-0.7685176553763845,1.2019400325341294,198.07821580123925,3.9604751784463743
6,6,6,42503.67733674776,45171.71574903969,4.933623559539052,-2.3419846350832265,166.2368758002561,-0.7354698340343427,1.2998191173193154,201.5177766460465,4.235442388786137
7,7,7,42550.47314578005,45223.77749360614,4.924194373401535,-2.2325703324808184,167.25063938618925,-0.7625718273936057,1.3615463978127216,204.4801123072782,4.3031745747781
8,8,8,42808.73003802281,45503.51330798479,4.803891001267427,-2.34617237008872,168.47148288973384,-0.8475870048518596,1.3591933474520392,207.7827839382516,4.446651676138634
9,9,9,42809.4588086185,45504.17870722433,4.571622306717364,-2.417059569074778,172.8833967046895,-0.8620656468066958,1.3187487233064026,208.91917087192465,4.402965255516196
10,10,10,42772.62055837563,45464.27411167513,4.258350253807106,-2.483743654822335,176.08883248730965,-0.849395295156776,1.249255315906593,210.2002134060508,4.174331385409766
11,11,11,42698.92875318066,45384.5572519084,3.953880407124682,-2.4868320610687022,172.68193384223918,-0.8641351059041712,1.143126511286244,211.2856344558068,3.815984100116018
12,12,12,42663.38089171975,45346.05350318471,3.708509554140128,-2.472955414012739,172.23821656050956,-0.8518009791625804,1.0043685454973994,213.8321394751704,3.299950309045791
13,13,13,42921.832070707074,45625.36363636364,3.5059848484848484,-2.717828282828283,170.73863636363637,-0.8166913030926478,0.8505976106566568,212.42337338897207,2.730921007662121
14,14,14,42922.832070707074,45626.36363636364,3.3367676767676766,-3.0332954545454545,170.25126262626262,-0.7983413192653976,0.7658660178114469,209.9440493136505,2.315651623230289
15,15,15,42886.60682680152,45587.09608091024,3.124273072060683,-3.257345132743363,172.30467762326168,-0.7601779880171085,0.7072888877217114,210.81038170319505,2.039168188075792
16,16,16,42924.830808080806,45628.36363636364,2.9216161616161616,-3.3492803030303038,170.0909090909091,-0.7376204945501674,0.6661411215039877,214.9983114734512,1.8085174239662016
17,17,17,42889.72819216182,45590.30973451328,2.674892541087232,-3.4447914032869784,172.27812895069533,-0.7182218166921701,0.6380850478506438,216.89655670914905,1.6008500999556985
18,18,18,42854.41392405064,45551.94430379747,2.407189873417721,-3.456987341772152,173.02278481012658,-0.6737512231184084,0.6005414624532959,219.5168279800696,1.4083276868947674
19,19,19,42744.64548919949,45433.21092757306,2.169250317662008,-3.6300381194409153,171.84371029224906,-0.6075675988244166,0.5246299175532343,227.5146767029883,1.175860849765588
20,20,20,42608.7496807152,45287.12643678161,1.969233716475096,-3.779463601532567,167.6602809706258,-0.5857530655462023,0.4975843464721841,231.037157075136,1.0170810901293938
21,21,21,42675.31719745223,45358.019108280256,1.849936305732484,-3.929031847133758,167.1859872611465,-0.5292532139744536,0.4674808507387795,228.5961940250776,0.8421093172544543
22,22,22,42649.34821428572,45330.83673469388,1.7197959183673468,-4.020191326530612,168.14923469387756,-0.4239140232244032,0.4519946482420159,231.3754121616252,0.6581385610467436
23,23,23,42613.47892720307,45291.904214559385,1.6645977011494255,-4.078352490421456,166.90166028097062,-0.3888107972185277,0.445364134158463,224.34363071124733,0.4664924922662922
24,0,24,42609.16496163683,45284.54219948849,1.7113810741687978,-4.151393861892583,163.61125319693096,-0.2946591477930201,0.4559106338471129,210.125435521234,0.3035730282950812
25,1,25,42602.35979513444,45278.54161331626,2.1541485275288093,-4.203738796414853,163.88604353393086,-0.3463132779725499,0.4852905699686829,203.07610164383792,0.985224570000409
26,2,26,42582.45790816326,45255.94897959184,3.2173086734693874,-4.061849489795918,162.23086734693877,-0.6047206741479455,0.6197374745090375,192.9723100124692,2.1884835549657686
27,3,27,42537.8337595908,45208.97442455243,3.9545780051150894,-3.671777493606138,164.6381074168798,-0.7536658316079551,0.8704548665245466,191.5943147897369,3.057093354390833
28,4,28,42538.8337595908,45209.97442455243,4.460677749360614,-3.154028132992327,164.98209718670077,-0.7785730988020413,1.0551753034087128,193.99333826542824,3.6215409089442185
29,5,29,42539.8337595908,45210.97442455243,4.748056265984655,-2.666278772378517,165.56649616368287,-0.7685176553763845,1.2019400325341294,198.07821580123925,3.9604751784463743
30,6,30,42503.67733674776,45171.71574903969,4.933623559539052,-2.3419846350832265,166.2368758002561,-0.7354698340343427,1.2998191173193154,201.5177766460465,4.235442388786137
31,7,31,42550.47314578005,45223.77749360614,4.924194373401535,-2.2325703324808184,167.25063938618925,-0.7625718273936057,1.3615463978127216,204.4801123072782,4.3031745747781
32,8,32,42808.73003802281,45503.51330798479,4.803891001267427,-2.34617237008872,168.47148288973384,-0.8475870048518596,1.3591933474520392,207.7827839382516,4.446651676138634
33,9,33,42809.4588086185,45504.17870722433,4.571622306717364,-2.417059569074778,172.8833967046895,-0.8620656468066958,1.3187487233064026,208.91917087192465,4.402965255516196
34,10,34,42772.62055837563,45464.27411167513,4.258350253807106,-2.483743654822335,176.08883248730965,-0.849395295156776,1.249255315906593,210.2002134060508,4.174331385409766
35,11,35,42698.92875318066,45384.5572519084,3.953880407124682,-2.4868320610687022,172.68193384223918,-0.8641351059041712,1.143126511286244,211.2856344558068,3.815984100116018
36,12,36,42663.38089171975,45346.05350318471,3.708509554140128,-2.472955414012739,172.23821656050956,-0.8518009791625804,1.0043685454973994,213.8321394751704,3.299950309045791
37,13,37,42921.832070707074,45625.36363636364,3.5059848484848484,-2.717828282828283,170.73863636363637,-0.8166913030926478,0.8505976106566568,212.42337338897207,2.730921007662121
38,14,38,42922.832070707074,45626.36363636364,3.3367676767676766,-3.0332954545454545,170.25126262626262,-0.7983413192653976,0.7658660178114469,209.9440493136505,2.315651623230289
39,15,39,42886.60682680152,45587.09608091024,3.124273072060683,-3.257345132743363,172.30467762326168,-0.7601779880171085,0.7072888877217114,210.81038170319505,2.039168188075792
40,16,40,42924.830808080806,45628.36363636364,2.9216161616161616,-3.3492803030303038,170.0909090909091,-0.7376204945501674,0.6661411215039877,214.9983114734512,1.8085174239662016
41,17,41,42889.72819216182,45590.30973451328,2.674892541087232,-3.4447914032869784,172.27812895069533,-0.7182218166921701,0.6380850478506438,216.89655670914905,1.6008500999556985
42,18,42,42854.41392405064,45551.94430379747,2.407189873417721,-3.456987341772152,173.02278481012658,-0.6737512231184084,0.6005414624532959,219.5168279800696,1.4083276868947674
43,19,43,42744.64548919949,45433.21092757306,2.169250317662008,-3.6300381194409153,171.84371029224906,-0.6075675988244166,0.5246299175532343,227.5146767029883,1.175860849765588
