YEAR	MONTH	DAY	HOUR	MINUTE	Time	T	RH	FF	DIR	P	SWIN	SWOUT	LWIN	LWOUT	PP	SNOW	T_z	RH_z	FF_z
2019	7	8	18	0	2019/7/8 17:0	16.805	40.643	2.703	288.067	944	377.382	48.46	315.473	408.22	0	NA	1.1	1.1	1.2
2019	7	8	19	0	2019/7/8 18:0	15.865	42.462	2.318	304.517	944	278.515	36.465	313.763	393.535	0	NA	1.1	1.1	1.2
2019	7	8	20	0	2019/7/8 19:0	14.72	43.638	2.052	124.917	944	174.993	22.323	309.968	379.795	0	NA	1.1	1.1	1.2
2019	7	8	21	0	2019/7/8 20:0	14.165	44.718	2.19	251.8	944	98.994	12.398	309.392	368.078	0	NA	1.1	1.1	1.2
2019	7	8	22	0	2019/7/8 21:0	12.69	48.29	1.742	162.933	944	37.121	4.525	304.608	355.865	0	NA	1.1	1.1	1.2
2019	7	8	23	0	2019/7/8 22:0	12.415	48.32	2.052	260.483	944	6.994	1.154	302.25	348.905	0	NA	1.1	1.1	1.2
2019	7	8	24	0	2019/7/8 23:0	11.677	50.133	2.213	281.383	944.667	0	0.063	301.05	345.012	0	NA	1.1	1.1	1.2
2019	7	9	1	0	2019/7/9 0:0	9.932	55.368	1.453	295.033	945	0	0	297.36	338.208	0	NA	1.1	1.1	1.2
2019	7	9	2	0	2019/7/9 1:0	8.417	61.057	1.518	322.717	945.267	0	0.469	296.728	332.903	0	NA	1.1	1.1	1.2
2019	7	9	3	0	2019/7/9 2:0	8.485	61.453	1.777	318.05	946	0	0.338	297.428	331.778	0	NA	1.1	1.1	1.2
2019	7	9	4	0	2019/7/9 3:0	9.105	59.73	0.963	240.483	946	0	0.488	296.93	332.088	0	NA	1.1	1.1	1.2
2019	7	9	5	0	2019/7/9 4:0	7.435	65.312	1.207	315.15	946	5.264	0.832	293.243	328.297	0	NA	1.1	1.1	1.2
2019	7	9	6	0	2019/7/9 5:0	7.607	65.838	1.2	298.383	946	28.27	3.206	301.497	330.59	0	NA	1.1	1.1	1.2
2019	7	9	7	0	2019/7/9 6:0	7.775	66.418	1.822	277.567	946	80.588	8.518	292.385	334.587	0	NA	1.1	1.1	1.2
2019	7	9	8	0	2019/7/9 7:0	9.447	62.46	1.553	330.3	946	159.165	16.064	293.723	344.967	0	NA	1.1	1.1	1.2
2019	7	9	9	0	2019/7/9 8:0	10.397	60.345	1.495	261.1	946.017	252.655	26.369	295.612	356.555	0	NA	1.1	1.1	1.2
2019	7	9	10	0	2019/7/9 9:0	11.812	57.412	2.002	285.733	946.583	364.128	40.469	298.715	371.99	0	NA	1.1	1.1	1.2
2019	7	9	11	0	2019/7/9 10:0	13.18	53.755	2.692	338.05	946	461.825	54.005	303.112	386.46	0	NA	1.1	1.1	1.2
2019	7	9	12	0	2019/7/9 11:0	13.995	51.507	3.168	341.583	946	499.012	59.928	316.635	396.557	0	NA	1.1	1.1	1.2
2019	7	9	13	0	2019/7/9 12:0	15.06	48.305	3.033	334.283	946	552.765	69.228	317.033	404.335	0	NA	1.1	1.1	1.2
2019	7	9	14	0	2019/7/9 13:0	15.985	45.878	3.517	335.017	945.75	644.368	81.695	314.098	418.993	0	NA	1.1	1.1	1.2
2019	7	9	15	0	2019/7/9 14:0	16.353	44.857	3.423	337.817	945	643.493	83.028	315.835	421.747	0	NA	1.1	1.1	1.2
2019	7	9	16	0	2019/7/9 15:0	17.617	42.308	3.04	334.5	944.917	602.115	77.762	318.678	425.562	0	NA	1.1	1.1	1.2
2019	7	9	17	0	2019/7/9 16:0	17.977	41.03	3.208	333.467	944	535.402	68.758	320.69	422.935	0	NA	1.1	1.1	1.2
2019	7	9	18	0	2019/7/9 17:0	18.552	39.462	2.65	313.033	944	454.375	57.957	322.595	418.368	0	NA	1.1	1.1	1.2
2019	7	9	19	0	2019/7/9 18:0	18.202	40.033	1.668	295.233	943.817	334.328	41.91	322.722	408.838	0	NA	1.1	1.1	1.2
2019	7	9	20	0	2019/7/9 19:0	16.648	43.29	1.975	313.783	943	227.765	27.952	321.152	393.997	0	NA	1.1	1.1	1.2
2019	7	9	21	0	2019/7/9 20:0	15.007	46.273	2.383	308.117	943.1	124.205	14.656	318.065	377.203	0	NA	1.1	1.1	1.2
2019	7	9	22	0	2019/7/9 21:0	12.498	53.235	1.992	323	943.3	48.904	5.608	314.382	359.988	0	NA	1.1	1.1	1.2
2019	7	9	23	0	2019/7/9 22:0	12.095	54.558	1.407	278.95	944	14.903	1.888	313.947	350.975	0	NA	1.1	1.1	1.2
2019	7	9	24	0	2019/7/9 23:0	9.745	60.463	2.147	296.333	944	1.169	0	309.415	342.672	0	NA	1.1	1.1	1.2
2019	7	10	1	0	2019/7/10 0:0	10.215	60.398	1.697	268.783	944.433	0	0	263.045	330.976	0	NA	1.1	1.1	1.2
2019	7	10	2	0	2019/7/10 1:0	8.443	65.75	1.328	287.133	944.533	0	0	260.278	324.2	0	NA	1.1	1.1	1.2
2019	7	10	3	0	2019/7/10 2:0	7.732	68.442	1.352	313.783	945	0	0	259.649	320.174	0	NA	1.1	1.1	1.2
2019	7	10	4	0	2019/7/10 3:0	6.52	73.157	1.398	328.167	945	0.6	0.072	258.736	315.578	0	NA	1.1	1.1	1.2
2019	7	10	5	0	2019/7/10 4:0	7.028	73.497	1.705	304.117	945	11	1.32	261.012	315.193	0	NA	1.1	1.1	1.2
2019	7	10	6	0	2019/7/10 5:0	7.077	72.985	1.233	268.167	945	36.1	4.332	260.783	315.73	0	NA	1.1	1.1	1.2
2019	7	10	7	0	2019/7/10 6:0	7.058	73.177	1.295	288.55	945	100	12	296.235	317.417	0	NA	1.1	1.1	1.2
2019	7	10	8	0	2019/7/10 7:0	7.703	72.23	1.475	326.283	945	235.9	28.308	297.869	322.571	0	NA	1.1	1.1	1.2
2019	7	10	9	0	2019/7/10 8:0	9.45	67.118	1.138	244.933	945	374.3	44.916	297.598	332.176	0	NA	1.1	1.1	1.2
2019	7	10	10	0	2019/7/10 9:0	10.818	62.762	2.375	317.25	945	493.5	59.22	296.842	349.556	0	NA	1.1	1.1	1.2
2019	7	10	11	0	2019/7/10 10:0	12.148	59.45	2.882	334.85	944.383	622.6	74.712	270.23	365.918	0	NA	1.1	1.1	1.2
2019	7	10	12	0	2019/7/10 11:0	14.282	54.847	2.55	341.4	944	675.2	81.024	275.432	393.15	0	NA	1.1	1.1	1.2
2019	7	10	13	0	2019/7/10 12:0	15.097	52.012	2.947	338.767	943.983	742.2	89.064	276.589	407.491	0	NA	1.1	1.1	1.2
2019	7	10	14	0	2019/7/10 13:0	16.2	48.733	3.382	339.933	943	751.1	90.132	278.663	423.66	0	NA	1.1	1.1	1.2
2019	7	10	15	0	2019/7/10 14:0	16.953	45.425	3.408	338.867	942.783	687.3	82.476	279.233	424.244	0	NA	1.1	1.1	1.2
2019	7	10	16	0	2019/7/10 15:0	18.06	41.407	3.65	332.383	942	612.6	73.512	280.807	424.725	0	NA	1.1	1.1	1.2
2019	7	10	17	0	2019/7/10 16:0	18.517	40.35	3.188	322.817	941.6	518.2	62.184	281.965	419.209	0	NA	1.1	1.1	1.2
2019	7	10	18	0	2019/7/10 17:0	19.023	38.482	2.193	311.033	941	439.3	52.716	282.692	415.349	0	NA	1.1	1.1	1.2
2019	7	10	19	0	2019/7/10 18:0	18.407	38.877	2.593	297.867	941	312.9	37.548	280.269	404.077	0	NA	1.1	1.1	1.2
2019	7	10	20	0	2019/7/10 19:0	16.698	41.763	2.453	267.4	941	231.7	27.804	275.116	388.567	0	NA	1.1	1.1	1.2
2019	7	10	21	0	2019/7/10 20:0	14.867	46.453	2.43	325.15	941	119.5	14.34	271.046	375.976	0	NA	1.1	1.1	1.2
2019	7	10	22	0	2019/7/10 21:0	12.67	52.188	2.153	315.067	941	28.3	3.396	266.452	358.853	0	NA	1.1	1.1	1.2
2019	7	10	23	0	2019/7/10 22:0	11.53	56.065	1.882	306.683	941	6.3	0.756	264.89	343.603	0	NA	1.1	1.1	1.2
2019	7	10	24	0	2019/7/10 23:0	10.135	61.457	1.735	314.017	941.933	0.4	0.048	263.587	334.764	0	NA	1.1	1.1	1.2
2019	7	11	1	0	2019/7/11 0:0	9.807	64.227	1.635	310.967	942	0	0	264.523	329.823	0	NA	1.1	1.1	1.2
2019	7	11	2	0	2019/7/11 1:0	9.71	64.663	1.368	300.1	942.783	0	0	264.489	326.745	0	NA	1.1	1.1	1.2
2019	7	11	3	0	2019/7/11 2:0	8.787	67.642	1.315	301.65	943	0	0	263.206	323.935	0	NA	1.1	1.1	1.2
2019	7	11	4	0	2019/7/11 3:0	8.145	70.2	1.483	238.25	943	0.2	0.024	262.736	320.767	0	NA	1.1	1.1	1.2
2019	7	11	5	0	2019/7/11 4:0	7.377	72.787	1.448	289.617	943	9	1.08	261.805	317.775	0	NA	1.1	1.1	1.2
2019	7	11	6	0	2019/7/11 5:0	7.912	72.612	1.867	330.45	943	44.1	5.292	263.784	319.136	0	NA	1.1	1.1	1.2
2019	7	11	7	0	2019/7/11 6:0	7.45	73.423	1.417	320.617	943.033	51.4	6.168	298.777	321.806	0	NA	1.1	1.1	1.2
2019	7	11	8	0	2019/7/11 7:0	7.92	73.902	1.673	325.383	944	110.3	13.236	302.184	327.182	0	NA	1.1	1.1	1.2
2019	7	11	9	0	2019/7/11 8:0	9.652	69.595	2.107	305.7	944	199.7	23.964	303.374	338.452	0	NA	1.1	1.1	1.2
2019	7	11	10	0	2019/7/11 9:0	9.783	70.532	1.79	178.417	944	158.6	19.032	305.861	345.325	0.2	NA	1.1	1.1	1.2
2019	7	11	11	0	2019/7/11 10:0	9.892	74.287	1.96	284.933	944	371.7	44.604	313.548	341.553	0	NA	1.1	1.1	1.2
2019	7	11	12	0	2019/7/11 11:0	9.93	73.462	1.982	312.483	944.267	325.7	39.084	312.198	348.402	0	NA	1.1	1.1	1.2
2019	7	11	13	0	2019/7/11 12:0	9.952	72.86	1.823	330.417	945	278.1	33.372	311.179	345.961	0	NA	1.1	1.1	1.2
2019	7	11	14	0	2019/7/11 13:0	10.955	71.22	2.218	331.167	944.517	388.6	46.632	313.581	350.278	0	NA	1.1	1.1	1.2
2019	7	11	15	0	2019/7/11 14:0	12.648	64.263	2.535	327.25	944	552.6	66.312	309.852	366.031	0	NA	1.1	1.1	1.2
2019	7	11	16	0	2019/7/11 15:0	13.862	59.368	2.327	255.617	944	219.7	26.364	277.356	390.692	0	NA	1.1	1.1	1.2
2019	7	11	17	0	2019/7/11 16:0	12.725	61.177	1.783	200.383	944	188.2	22.584	304.449	376.521	0.1	NA	1.1	1.1	1.2
2019	7	11	18	0	2019/7/11 17:0	12.738	71.807	2.602	287.517	944	420.9	50.508	324.615	374.571	0	NA	1.1	1.1	1.2
2019	7	11	19	0	2019/7/11 18:0	11.943	70.795	2.348	321.067	944	130.4	15.648	318.255	369.973	0	NA	1.1	1.1	1.2
2019	7	11	20	0	2019/7/11 19:0	11.288	70.658	2.598	335.583	943.483	122.7	14.724	314.361	357.359	0	NA	1.1	1.1	1.2
2019	7	11	21	0	2019/7/11 20:0	11.052	67.055	1.347	299.183	943.833	49.6	5.952	271.93	349.089	0	NA	1.1	1.1	1.2
2019	7	11	22	0	2019/7/11 21:0	9.66	69.603	1.64	288.733	944	6.8	0.816	268.337	341.168	0	NA	1.1	1.1	1.2
2019	7	11	23	0	2019/7/11 22:0	8.69	73.905	1.518	310.067	944	0.7	0.084	267.954	333.817	0	NA	1.1	1.1	1.2
2019	7	11	24	0	2019/7/11 23:0	7.598	75.787	1.648	295.983	944	0	0	265.143	327.661	0	NA	1.1	1.1	1.2
2019	7	12	1	0	2019/7/12 0:0	7.248	78.37	1.883	324.033	944.8	0	0	265.876	324.025	0	NA	1.1	1.1	1.2
2019	7	12	2	0	2019/7/12 1:0	6.942	79.67	1.593	323.8	945	0	0	265.733	322.278	0	NA	1.1	1.1	1.2
2019	7	12	3	0	2019/7/12 2:0	7.115	84.583	2.453	336.583	945.533	0	0	318.094	322.012	1.1	NA	1.1	1.1	1.2
2019	7	12	4	0	2019/7/12 3:0	7.338	85.497	1.5	294.9	945.983	0	0	321.003	321.538	0	NA	1.1	1.1	1.2
2019	7	12	5	0	2019/7/12 4:0	6.918	84.123	1.622	270.65	945.9	0.6	0.072	316.184	320.205	0	NA	1.1	1.1	1.2
2019	7	12	6	0	2019/7/12 5:0	6.355	85.965	1.737	297.45	946	5.3	0.636	316.699	319.879	0	NA	1.1	1.1	1.2
2019	7	12	7	0	2019/7/12 6:0	7.125	85.237	2.16	320.767	946	16.9	2.028	319.381	322.158	0	NA	1.1	1.1	1.2
2019	7	12	8	0	2019/7/12 7:0	7.402	84.035	1.8	294.45	946	22.4	2.688	318.577	325.149	0	NA	1.1	1.1	1.2
2019	7	12	9	0	2019/7/12 8:0	7.875	82.072	1.48	251.8	946	27.6	3.312	317.385	329.793	0	NA	1.1	1.1	1.2
2019	7	12	10	0	2019/7/12 9:0	7.965	81.912	1.787	323.117	946	26.8	3.216	317.563	329.676	0	NA	1.1	1.1	1.2
2019	7	12	11	0	2019/7/12 10:0	8.797	81.175	1.423	265.383	946	51.4	6.168	320.632	336.215	0	NA	1.1	1.1	1.2
2019	7	12	12	0	2019/7/12 11:0	9.093	80.588	1.415	284.1	946	79.3	9.516	321.125	339.153	0	NA	1.1	1.1	1.2
2019	7	12	13	0	2019/7/12 12:0	9.43	78.778	2.872	328.633	946	132.9	15.948	319.527	340.873	0	NA	1.1	1.1	1.2
2019	7	12	14	0	2019/7/12 13:0	10.658	75.153	2.93	331.683	946	130	15.6	319.382	353.471	0	NA	1.1	1.1	1.2
2019	7	12	15	0	2019/7/12 14:0	12.562	68.73	2.648	322.75	946	332.6	39.912	317.808	365.651	0	NA	1.1	1.1	1.2
2019	7	12	16	0	2019/7/12 15:0	12.873	65.245	2.513	310.65	946	405.7	48.684	312.972	365.192	0	NA	1.1	1.1	1.2
2019	7	12	17	0	2019/7/12 16:0	11.998	67.17	2.23	320.3	945.117	210.8	25.296	311.71	357.061	0	NA	1.1	1.1	1.2
2019	7	12	18	0	2019/7/12 17:0	11.108	68.907	2.45	331	945	140.9	16.908	310.055	352.261	0	NA	1.1	1.1	1.2
2019	7	12	19	0	2019/7/12 18:0	11.283	67.625	1.463	314.567	945	157.3	18.876	308.6	351.841	0	NA	1.1	1.1	1.2
2019	7	12	20	0	2019/7/12 19:0	10.933	67.427	1.12	306.2	944.583	89.8	10.776	306.292	349.417	0	NA	1.1	1.1	1.2
2019	7	12	21	0	2019/7/12 20:0	10.438	68.5	1.572	287.167	944	46.3	5.556	270.6	342.032	0	NA	1.1	1.1	1.2
2019	7	12	22	0	2019/7/12 21:0	9.367	70.747	1.327	272.233	944.867	10.4	1.248	268.088	336.632	0	NA	1.1	1.1	1.2
2019	7	12	23	0	2019/7/12 22:0	7.97	74.607	1.71	307.85	945	3.4	0.408	265.652	329.909	0	NA	1.1	1.1	1.2
2019	7	12	24	0	2019/7/12 23:0	7.18	77.235	1.73	325.05	945	0.1	0.012	264.676	325.356	0	NA	1.1	1.1	1.2
2019	7	13	1	0	2019/7/13 0:0	7.392	78.315	1.393	286.967	945	0	0	266.398	323.521	0	NA	1.1	1.1	1.2
2019	7	13	2	0	2019/7/13 1:0	7.432	77.987	1.517	330	945.067	0	0	266.287	322.426	0	NA	1.1	1.1	1.2
2019	7	13	3	0	2019/7/13 2:0	7.252	78.088	1.508	336.317	946	0	0	265.659	322.248	0	NA	1.1	1.1	1.2
2019	7	13	4	0	2019/7/13 3:0	6.865	79.27	1.78	330.217	946	0.1	0.012	265.103	321.183	0	NA	1.1	1.1	1.2
2019	7	13	5	0	2019/7/13 4:0	7.262	78.62	1.3	274.75	946	3.1	0.372	266.134	321.064	0	NA	1.1	1.1	1.2
2019	7	13	6	0	2019/7/13 5:0	6.793	79.573	1.372	292.117	946	17.3	2.076	265.07	321.064	0	NA	1.1	1.1	1.2
2019	7	13	7	0	2019/7/13 6:0	6.918	79.88	1.21	293.15	946	44	5.28	265.813	321.954	0	NA	1.1	1.1	1.2
2019	7	13	8	0	2019/7/13 7:0	7.172	78.625	1.238	279.517	946	75.9	9.108	307.132	325.119	0	NA	1.1	1.1	1.2
2019	7	13	9	0	2019/7/13 8:0	7.655	77.827	1.585	261.467	946	116.9	14.028	308.19	329.76	0	NA	1.1	1.1	1.2
2019	7	13	10	0	2019/7/13 9:0	8.97	74.657	2.06	331.083	946	320.9	38.508	309.248	337.183	0	NA	1.1	1.1	1.2
2019	7	13	11	0	2019/7/13 10:0	9.823	71.043	2.155	245.3	946	539.6	64.752	307.046	354.262	0	NA	1.1	1.1	1.2
2019	7	13	12	0	2019/7/13 11:0	10.71	69.088	2.708	312.467	946	404.1	48.492	308.204	364.372	0	NA	1.1	1.1	1.2
2019	7	13	13	0	2019/7/13 12:0	12.612	64.265	3.355	334.767	945.667	524.4	62.928	309.65	382.842	0	NA	1.1	1.1	1.2
2019	7	13	14	0	2019/7/13 13:0	14.057	60.163	3.113	330.867	945	744.987	90.393	303.305	418.005	0	NA	1.1	1.1	1.2
2019	7	13	15	0	2019/7/13 14:0	15.223	55.917	3.015	290.483	944.75	760.035	93.018	304.942	428.475	0	NA	1.1	1.1	1.2
2019	7	13	16	0	2019/7/13 15:0	15.325	55.772	3.232	334.767	944	735.773	90.982	305.152	426.825	0	NA	1.1	1.1	1.2
2019	7	13	17	0	2019/7/13 16:0	15.123	52.988	3.638	335.7	943.683	660.373	81.089	305.228	421.223	0	NA	1.1	1.1	1.2
2019	7	13	18	0	2019/7/13 17:0	15.538	50.71	3.07	336.333	943	553.863	67.345	307.507	415.023	0	NA	1.1	1.1	1.2
2019	7	13	19	0	2019/7/13 18:0	14.755	50.5	2.835	325.833	943	382.395	45.702	305.978	401.043	0	NA	1.1	1.1	1.2
2019	7	13	20	0	2019/7/13 19:0	14.158	51.027	1.603	324.367	943	277.143	32.382	303.91	386.637	0	NA	1.1	1.1	1.2
2019	7	13	21	0	2019/7/13 20:0	12.603	54.617	1.835	325.2	943	162.232	18.362	301.197	371.625	0	NA	1.1	1.1	1.2
2019	7	13	22	0	2019/7/13 21:0	10.308	61.548	1.617	323.983	943.017	62.49	6.72	296.362	353.997	0	NA	1.1	1.1	1.2
2019	7	13	23	0	2019/7/13 22:0	8.442	67.967	1.72	311.25	944	12.815	1.55	293.442	340.218	0	NA	1.1	1.1	1.2
2019	7	13	24	0	2019/7/13 23:0	7.25	72.402	1.268	321.983	944	0	0.649	290.372	331.652	0	NA	1.1	1.1	1.2
2019	7	14	1	0	2019/7/14 0:0	6.282	75.5	1.73	334.867	944.467	0	0.328	288.695	327.677	0	NA	1.1	1.1	1.2
2019	7	14	2	0	2019/7/14 1:0	6.013	76.78	1.418	327.317	945	0	0.585	286.555	325.628	0	NA	1.1	1.1	1.2
2019	7	14	3	0	2019/7/14 2:0	5.665	78.142	1.455	297.933	945.067	0	0.575	284.772	323.765	0	NA	1.1	1.1	1.2
2019	7	14	4	0	2019/7/14 3:0	5.557	78.943	1.307	278.167	945.9	0	0.61	283.52	323.08	0	NA	1.1	1.1	1.2
2019	7	14	5	0	2019/7/14 4:0	5.253	80.707	0.91	314.133	946	5.284	1.471	281.768	321.157	0	NA	1.1	1.1	1.2
2019	7	14	6	0	2019/7/14 5:0	5.098	80.603	0.927	297.233	946	27.609	2.8	281.125	322.373	0	NA	1.1	1.1	1.2
2019	7	14	7	0	2019/7/14 6:0	5.69	79.967	1.698	303.05	946	89.728	8.06	292.562	328.938	0	NA	1.1	1.1	1.2
2019	7	14	8	0	2019/7/14 7:0	6.693	77.877	2.452	340.267	946	169.212	15.487	297.283	340.237	0	NA	1.1	1.1	1.2
2019	7	14	9	0	2019/7/14 8:0	8.103	75.253	1.515	247.633	946	244.403	24.27	298.795	351.208	0	NA	1.1	1.1	1.2
2019	7	14	10	0	2019/7/14 9:0	9.357	71.183	2.395	340.617	946	364.142	38.917	304.4	365.195	0	NA	1.1	1.1	1.2
2019	7	14	11	0	2019/7/14 10:0	10.673	67.368	2.35	342.933	946	406.975	44.605	302.315	378.178	0	NA	1.1	1.1	1.2
2019	7	14	12	0	2019/7/14 11:0	11.418	64.83	2.525	342.1	946	463.785	52.37	305.355	386.562	0	NA	1.1	1.1	1.2
2019	7	14	13	0	2019/7/14 12:0	12.383	62.165	2.687	341.233	946	621.078	73.576	307.277	401.05	0	NA	1.1	1.1	1.2
2019	7	14	14	0	2019/7/14 13:0	13.468	59.232	2.672	338.783	945.1	624.272	75.15	301.488	409.008	0	NA	1.1	1.1	1.2
2019	7	14	15	0	2019/7/14 14:0	14.267	56.95	2.643	328.917	945	535.533	64.164	313.683	411.957	0	NA	1.1	1.1	1.2
2019	7	14	16	0	2019/7/14 15:0	14.933	55.185	1.295	236.35	945	354.2	39.298	339.63	399.188	0	NA	1.1	1.1	1.2
2019	7	14	17	0	2019/7/14 16:0	13.708	57.542	2.473	342.55	945	419.733	48.076	326.663	398.113	0	NA	1.1	1.1	1.2
2019	7	14	18	0	2019/7/14 17:0	12.345	60.067	2.938	335.233	944.983	269.072	30.232	336.448	385.33	0	NA	1.1	1.1	1.2
2019	7	14	19	0	2019/7/14 18:0	12.248	59.518	2.948	333.367	944.317	317.29	37.458	306.193	377.9	0	NA	1.1	1.1	1.2
2019	7	14	20	0	2019/7/14 19:0	12.26	56.265	2.67	315.583	944	284.452	33.246	298.548	377.73	0	NA	1.1	1.1	1.2
2019	7	14	21	0	2019/7/14 20:0	10.502	61.135	2.623	316.117	944	145.817	16.968	296.363	361.962	0	NA	1.1	1.1	1.2
2019	7	14	22	0	2019/7/14 21:0	9.122	65.607	2.065	328.967	944.55	41.577	4.478	292.745	346.88	0	NA	1.1	1.1	1.2
2019	7	14	23	0	2019/7/14 22:0	7.692	71.168	1.633	314.433	945	8.017	0.953	314.792	338.025	0	NA	1.1	1.1	1.2
2019	7	14	24	0	2019/7/14 23:0	7.547	72.102	1.573	305.167	945.05	0.297	0	336.388	337.388	0	NA	1.1	1.1	1.2
2019	7	15	1	0	2019/7/15 0:0	7.568	72.152	1.665	305.233	946	0	0	333.348	335.985	0	NA	1.1	1.1	1.2
2019	7	15	2	0	2019/7/15 1:0	7.048	74.227	1.077	316.3	946	0	0	328.22	334.032	0	NA	1.1	1.1	1.2
2019	7	15	3	0	2019/7/15 2:0	7.148	73.88	1.198	289.267	946	0	0	328.475	333.112	0	NA	1.1	1.1	1.2
2019	7	15	4	0	2019/7/15 3:0	7.615	72.333	1.533	316.883	946	0	0	327.883	334.722	0	NA	1.1	1.1	1.2
2019	7	15	5	0	2019/7/15 4:0	7.43	72.205	1.492	290.583	946	3.823	0.463	317.48	333.475	0	NA	1.1	1.1	1.2
2019	7	15	6	0	2019/7/15 5:0	7.74	70.478	1.503	293.567	945.383	15.316	1.038	338.012	337.34	0	NA	1.1	1.1	1.2
2019	7	15	7	0	2019/7/15 6:0	6.973	72.92	1.677	242.95	945.017	48.228	4.413	322.427	337.295	0	NA	1.1	1.1	1.2
2019	7	15	8	0	2019/7/15 7:0	7.803	70.935	1.317	235.483	945	170.74	16.21	293.122	342.495	0	NA	1.1	1.1	1.2
2019	7	15	9	0	2019/7/15 8:0	8.1	71.415	1.732	330.983	945	195.765	19.256	307.948	352.122	0	NA	1.1	1.1	1.2
2019	7	15	10	0	2019/7/15 9:0	8.278	71.693	2.155	342.317	945	175.503	18.164	338.05	355.258	0	NA	1.1	1.1	1.2
2019	7	15	11	0	2019/7/15 10:0	8.667	72.005	2.278	341.667	945	187.37	19.703	342.2	358.728	0	NA	1.1	1.1	1.2
2019	7	15	12	0	2019/7/15 11:0	10.363	66.887	2.042	311.3	945	252.562	26.526	347.842	368.495	0	NA	1.1	1.1	1.2
2019	7	15	13	0	2019/7/15 12:0	10.75	69.435	2.593	317.3	945	308.818	30.654	355.423	373.912	0	NA	1.1	1.1	1.2
2019	7	15	14	0	2019/7/15 13:0	11.07	69.143	2.843	318.917	944.8	406.685	42.835	350.567	377.815	0	NA	1.1	1.1	1.2
2019	7	15	15	0	2019/7/15 14:0	12.148	66.34	1.203	213.767	944.933	273.507	25.248	358.955	383.448	0	NA	1.1	1.1	1.2
2019	7	15	16	0	2019/7/15 15:0	10.397	72.915	2.297	339.833	945	316.65	29.43	356.492	374.852	0.1	NA	1.1	1.1	1.2
2019	7	15	17	0	2019/7/15 16:0	11.397	70.042	2.54	331.45	944.033	397.188	41.901	349.228	381.238	0	NA	1.1	1.1	1.2
2019	7	15	18	0	2019/7/15 17:0	11.605	64.372	2.69	339.1	944	359.597	38.507	339.635	384.44	0	NA	1.1	1.1	1.2
2019	7	15	19	0	2019/7/15 18:0	12.702	59.322	2.158	343.283	943.367	442.228	49.309	332.033	391.857	0	NA	1.1	1.1	1.2
2019	7	15	20	0	2019/7/15 19:0	11.95	58.953	2.143	317.617	943	197.292	21.184	330.483	379.788	0	NA	1.1	1.1	1.2
2019	7	15	21	0	2019/7/15 20:0	11.31	60.293	1.892	312.917	943	87.78	9.082	318.693	361.343	0	NA	1.1	1.1	1.2
2019	7	15	22	0	2019/7/15 21:0	9.6	63.978	2.013	310.333	942.683	36.819	3.899	294.562	346.668	0	NA	1.1	1.1	1.2
2019	7	15	23	0	2019/7/15 22:0	8.538	66.058	1.848	306.85	942	7.901	1.16	302.945	338.602	0	NA	1.1	1.1	1.2
2019	7	15	24	0	2019/7/15 23:0	7.737	68.037	2.163	298.7	942	0	0	327.698	337.642	0	NA	1.1	1.1	1.2
2019	7	16	1	0	2019/7/16 0:0	6.91	71.583	1.177	324.267	942	0	0	258.977	319.902	0	NA	1.1	1.1	1.2
2019	7	16	2	0	2019/7/16 1:0	6.077	74.56	1.328	297.433	942	0	0	258.153	314.006	0	NA	1.1	1.1	1.2
2019	7	16	3	0	2019/7/16 2:0	6.385	73.948	1.565	316.817	941.317	0	0	258.856	312.609	0	NA	1.1	1.1	1.2
2019	7	16	4	0	2019/7/16 3:0	5.613	74.287	1.522	225.767	941	0	0	256.126	308.916	0	NA	1.1	1.1	1.2
2019	7	16	5	0	2019/7/16 4:0	5.043	76.75	2.022	335.417	941	5.4	0.648	255.94	306.172	0	NA	1.1	1.1	1.2
2019	7	16	6	0	2019/7/16 5:0	4.852	77.027	1.333	266.883	940.283	24.4	2.928	255.429	306.171	0	NA	1.1	1.1	1.2
2019	7	16	7	0	2019/7/16 6:0	5.007	77.473	1.305	327.767	940	98.2	11.784	293.623	307.127	0	NA	1.1	1.1	1.2
2019	7	16	8	0	2019/7/16 7:0	5.888	76.842	1.63	323.15	940	265.2	31.824	297.012	308.737	0	NA	1.1	1.1	1.2
2019	7	16	9	0	2019/7/16 8:0	7.953	71.512	2.212	337.783	939.017	410.1	49.212	297.845	318.902	0	NA	1.1	1.1	1.2
2019	7	16	10	0	2019/7/16 9:0	10.515	63.962	1.693	305.683	938.217	545.5	65.46	297.443	340.064	0	NA	1.1	1.1	1.2
2019	7	16	11	0	2019/7/16 10:0	12.618	56.535	1.707	333.733	937.983	650.4	78.048	269.8	365.152	0	NA	1.1	1.1	1.2
2019	7	16	12	0	2019/7/16 11:0	13.26	54.558	2.695	332.133	937	708.6	85.032	270.871	380.66	0	NA	1.1	1.1	1.2
2019	7	16	13	0	2019/7/16 12:0	15.78	46.137	1.448	216.617	936.25	677.3	81.276	274.715	403.904	0	NA	1.1	1.1	1.2
2019	7	16	14	0	2019/7/16 13:0	18.038	36.88	1.322	182.467	935.483	749.6	89.952	276.999	442.419	0	NA	1.1	1.1	1.2
2019	7	16	15	0	2019/7/16 14:0	15.033	45.942	3.027	336.583	934.4	613.9	73.668	271.34	417.243	0	NA	1.1	1.1	1.2
