YEAR	MONTH	DAY	HOUR	MINUTE	Time	T	RH	FF	DIR	P	SWIN	SWOUT	LWIN	LWOUT	PP	SNOW	T_z	RH_z	FF_z
2019	5	28	1	0	2019/5/28 0:0	5.625	70.482	1.482	266.933	944.65	0	0.078	290.723	327.062	0	NA	1.1	1.1	1.2
2019	5	28	2	0	2019/5/28 1:0	4.64	75.232	1.378	316.15	945	0	0	322.15	326.708	0	NA	1.1	1.1	1.2
2019	5	28	3	0	2019/5/28 2:0	5.355	75.523	1.178	234.817	945.033	0.047	0.213	331.042	329.252	0	NA	1.1	1.1	1.2
2019	5	28	4	0	2019/5/28 3:0	5.445	77.443	1.36	268.3	945.767	0	0.532	334.528	329.663	0.4	NA	1.1	1.1	1.2
2019	5	28	5	0	2019/5/28 4:0	5.713	78.383	1.542	254.133	946	0.471	1.251	334.248	330.94	0	NA	1.1	1.1	1.2
2019	5	28	6	0	2019/5/28 5:0	4.852	82.04	1.165	238.6	946	13.648	1.31	333.445	330.062	0.2	NA	1.1	1.1	1.2
2019	5	28	7	0	2019/5/28 6:0	4.593	84.585	1.518	270.867	946.35	30.612	2.611	333.052	330.872	0.5	NA	1.1	1.1	1.2
2019	5	28	8	0	2019/5/28 7:0	5.372	84.873	1.6	332.95	947	86.734	6.421	333.087	335.928	0	NA	1.1	1.1	1.2
2019	5	28	9	0	2019/5/28 8:0	5.883	85.172	0.827	273.817	947.083	137.65	8.995	335.245	342.612	0	NA	1.1	1.1	1.2
2019	5	28	10	0	2019/5/28 9:0	6.673	84.168	1.64	190.767	947.9	312.195	22.172	336.392	353.755	0	NA	1.1	1.1	1.2
2019	5	28	11	0	2019/5/28 10:0	8.275	78.235	2.058	333.95	948	461.13	42.587	333.305	367.735	0	NA	1.1	1.1	1.2
2019	5	28	12	0	2019/5/28 11:0	8.758	70.293	3	322.8	948	393.465	41.061	337.298	367.417	0	NA	1.1	1.1	1.2
2019	5	28	13	0	2019/5/28 12:0	10.14	64.92	2.612	325.9	948	593.185	64.352	327.002	386.187	0	NA	1.1	1.1	1.2
2019	5	28	14	0	2019/5/28 13:0	10.202	63.698	3.082	322.2	948	526.372	59.933	327.235	384.997	0	NA	1.1	1.1	1.2
2019	5	28	15	0	2019/5/28 14:0	10.442	61.035	3.46	322.167	948	479	55.721	325.952	384.74	0	NA	1.1	1.1	1.2
2019	5	28	16	0	2019/5/28 15:0	10.235	59.855	3.885	321.1	948	356.972	41.371	320.235	375.16	0	NA	1.1	1.1	1.2
2019	5	28	17	0	2019/5/28 16:0	10.235	60.182	3.752	319.867	948	355.33	41.664	318.272	374.06	0	NA	1.1	1.1	1.2
2019	5	28	18	0	2019/5/28 17:0	9.81	60.002	2.768	301.233	948	204.603	23.101	327.975	365.09	0	NA	1.1	1.1	1.2
2019	5	28	19	0	2019/5/28 18:0	9.627	60.123	1.88	312.1	948	190.687	21.258	323.418	362.51	0	NA	1.1	1.1	1.2
2019	5	28	20	0	2019/5/28 19:0	8.965	61.842	1.362	206.633	948	104.06	10.868	332.58	355.617	0	NA	1.1	1.1	1.2
2019	5	28	21	0	2019/5/28 20:0	7.16	69.54	1.143	274.633	948	58.654	5.861	327.59	346.132	0	NA	1.1	1.1	1.2
2019	5	28	22	0	2019/5/28 21:0	6.398	70.52	1.502	280.25	948	53.531	5.927	317.34	340.392	0	NA	1.1	1.1	1.2
2019	5	28	23	0	2019/5/28 22:0	6.007	72.802	1.462	316.1	948.167	10.879	1.534	311.358	333.895	0	NA	1.1	1.1	1.2
2019	5	28	24	0	2019/5/28 23:0	5.325	75.61	1.207	309.683	949	0	0.106	304.943	328.662	0	NA	1.1	1.1	1.2
2019	5	29	1	0	2019/5/29 0:0	4.408	78.312	1.018	243.417	949	0	0	318.973	326.547	0	NA	1.1	1.1	1.2
2019	5	29	2	0	2019/5/29 1:0	4.232	80.237	1.452	258.2	949	0	0	323.242	326.843	0	NA	1.1	1.1	1.2
2019	5	29	3	0	2019/5/29 2:0	4.527	82.317	0.948	262.017	949.017	0	0.249	317.647	325.927	0	NA	1.1	1.1	1.2
2019	5	29	4	0	2019/5/29 3:0	4.473	81.805	1.022	230.1	949.267	0	0.218	322.788	326.465	0	NA	1.1	1.1	1.2
2019	5	29	5	0	2019/5/29 4:0	3.688	82.548	1.063	250.183	950	5.905	0.592	307.567	323.52	0	NA	1.1	1.1	1.2
2019	5	29	6	0	2019/5/29 5:0	3.838	82.677	1.417	271.1	950	25.434	2.128	322.197	326.35	0	NA	1.1	1.1	1.2
2019	5	29	7	0	2019/5/29 6:0	4.132	82.802	0.877	170.467	950	83.806	7.301	316.792	330.988	0	NA	1.1	1.1	1.2
2019	5	29	8	0	2019/5/29 7:0	4.89	80.238	1.198	213.967	950	147.45	13.98	314.29	337.977	0	NA	1.1	1.1	1.2
2019	5	29	9	0	2019/5/29 8:0	6.748	72.953	1.143	241.45	950	330.145	30.952	296.523	354.002	0	NA	1.1	1.1	1.2
2019	5	29	10	0	2019/5/29 9:0	8.305	66.892	0.82	95.367	950	415.333	42.733	306.875	367.797	0	NA	1.1	1.1	1.2
2019	5	29	11	0	2019/5/29 10:0	9.93	59.933	0.697	165.15	950	432.057	46.01	319.452	384.648	0	NA	1.1	1.1	1.2
2019	5	29	12	0	2019/5/29 11:0	10.727	57.11	0.827	203.7	950	486.798	53.513	320.153	394.738	0	NA	1.1	1.1	1.2
2019	5	29	13	0	2019/5/29 12:0	11.82	51.988	1.025	183.033	950	735.383	86.094	298.712	415.008	0	NA	1.1	1.1	1.2
2019	5	29	14	0	2019/5/29 13:0	12.475	47.897	1.707	291.583	950	580.043	68.933	300.55	414.768	0	NA	1.1	1.1	1.2
2019	5	29	15	0	2019/5/29 14:0	13.16	46.03	1.79	295.333	950	707.192	88.304	302.527	421.49	0	NA	1.1	1.1	1.2
2019	5	29	16	0	2019/5/29 15:0	14.653	37.345	1.108	189.867	949.833	725.627	92.275	309.672	442.87	0	NA	1.1	1.1	1.2
2019	5	29	17	0	2019/5/29 16:0	14.942	35.603	1.452	188.533	949	502.49	65.992	309.782	420.667	0	NA	1.1	1.1	1.2
2019	5	29	18	0	2019/5/29 17:0	14.105	34.017	1.798	170.967	949	216.707	26.187	318.105	394.405	0	NA	1.1	1.1	1.2
2019	5	29	19	0	2019/5/29 18:0	13.153	35.335	1.963	150.833	949	252.21	32.42	316.093	382.177	0	NA	1.1	1.1	1.2
2019	5	29	20	0	2019/5/29 19:0	12.64	37.62	1.842	155.883	949	156.86	19.66	309.072	372.443	0	NA	1.1	1.1	1.2
2019	5	29	21	0	2019/5/29 20:0	11.608	41.122	1.483	148.667	949	87.661	10.245	318.425	361.715	0	NA	1.1	1.1	1.2
2019	5	29	22	0	2019/5/29 21:0	9.693	46.7	1.113	172.517	949	38.942	3.972	297.737	348.06	0	NA	1.1	1.1	1.2
2019	5	29	23	0	2019/5/29 22:0	5.647	64.902	1.873	240.917	949	7.036	1.573	273.545	331.145	0	NA	1.1	1.1	1.2
2019	5	29	24	0	2019/5/29 23:0	5.63	65.178	1.632	254.1	949	0	0.516	293.42	327.678	0	NA	1.1	1.1	1.2
2019	5	30	1	0	2019/5/30 0:0	4.458	70.643	1.378	235.917	949.483	0	0.097	303.333	325.135	0	NA	1.1	1.1	1.2
2019	5	30	2	0	2019/5/30 1:0	4.565	70.492	1.223	243.917	949	0	0	319.713	326.082	0	NA	1.1	1.1	1.2
2019	5	30	3	0	2019/5/30 2:0	4.193	72.2	1.31	268.967	949	0	0	310.428	324.97	0	NA	1.1	1.1	1.2
2019	5	30	4	0	2019/5/30 3:0	3.882	72.603	1.228	323.233	949	0	0.103	306.713	323.417	0	NA	1.1	1.1	1.2
2019	5	30	5	0	2019/5/30 4:0	3.675	73.915	1.245	312.6	949	5.291	0.821	305.687	322.757	0	NA	1.1	1.1	1.2
2019	5	30	6	0	2019/5/30 5:0	3.5	75.247	0.968	328.133	949	31.588	3.585	311.787	323.78	0	NA	1.1	1.1	1.2
2019	5	30	7	0	2019/5/30 6:0	4.71	71.287	0.842	230.733	948.917	107.475	11.024	305.483	330.597	0	NA	1.1	1.1	1.2
2019	5	30	8	0	2019/5/30 7:0	5.763	69.272	1.088	129.833	948	203.68	19.746	284.607	339.133	0	NA	1.1	1.1	1.2
2019	5	30	9	0	2019/5/30 8:0	6.695	66.645	1.183	157.75	948	199.957	22.18	309.497	348.762	0	NA	1.1	1.1	1.2
2019	5	30	10	0	2019/5/30 9:0	7.428	62.358	1.697	258.15	947.483	318.932	35.423	318.802	359.843	0	NA	1.1	1.1	1.2
2019	5	30	11	0	2019/5/30 10:0	9.353	55.755	1.317	274.833	947	422.352	47.373	322.648	377.638	0	NA	1.1	1.1	1.2
2019	5	30	12	0	2019/5/30 11:0	10.44	53.863	1.513	321.917	946.217	442.375	50.406	330.667	389.312	0	NA	1.1	1.1	1.2
2019	5	30	13	0	2019/5/30 12:0	12.062	45.697	1.447	299.033	946	566.062	65.844	334.982	405.445	0	NA	1.1	1.1	1.2
2019	5	30	14	0	2019/5/30 13:0	13.023	44.173	1.752	288.717	945.383	602.005	71.381	332.63	417.482	0	NA	1.1	1.1	1.2
2019	5	30	15	0	2019/5/30 14:0	13.377	43.622	2.093	293.017	944.5	467.863	55.906	335.708	411.01	0	NA	1.1	1.1	1.2
2019	5	30	16	0	2019/5/30 15:0	15.315	39.34	3.125	317.4	943.833	462.982	57.817	339.787	408.963	0	NA	1.1	1.1	1.2
2019	5	30	17	0	2019/5/30 16:0	14.863	40.988	1.475	247.633	943.1	205.458	23.075	350.497	392.137	0	NA	1.1	1.1	1.2
2019	5	30	18	0	2019/5/30 17:0	13.687	47.14	2.658	157	943.983	106.193	11.732	352.072	376.692	0.1	NA	1.1	1.1	1.2
2019	5	30	19	0	2019/5/30 18:0	11.527	62.475	1.55	138.283	944	69.678	6.816	350	362.733	0	NA	1.1	1.1	1.2
2019	5	30	20	0	2019/5/30 19:0	8.448	78.295	2.155	315.05	944	36.308	3.086	346.858	349.7	0.7	NA	1.1	1.1	1.2
2019	5	30	21	0	2019/5/30 20:0	7.878	81.053	2.3	322.567	943.85	37.316	3.904	343.195	344.877	0.2	NA	1.1	1.1	1.2
2019	5	30	22	0	2019/5/30 21:0	7.682	75.232	2.992	322.933	943	18.849	2.41	336.958	340.755	0	NA	1.1	1.1	1.2
2019	5	30	23	0	2019/5/30 22:0	7.958	70.703	2.5	303.383	943	3.287	0.678	336.62	339.567	0	NA	1.1	1.1	1.2
2019	5	30	24	0	2019/5/30 23:0	6.048	82.225	0.647	217.1	943	0	0	337.435	333.962	0.1	NA	1.1	1.1	1.2
2019	5	31	1	0	2019/5/31 0:0	5.462	88.057	1.775	327.817	942.967	0	0.412	332.195	332.327	0.2	NA	1.1	1.1	1.2
2019	5	31	2	0	2019/5/31 1:0	5.728	85.188	2.21	276.117	942	0	0.296	329.69	333.033	0	NA	1.1	1.1	1.2
2019	5	31	3	0	2019/5/31 2:0	5.438	80.407	1.458	285.117	942	0	0.574	323.557	329.622	0	NA	1.1	1.1	1.2
2019	5	31	4	0	2019/5/31 3:0	4.468	82.588	1.282	203	942	0	0.278	308.895	324.992	0	NA	1.1	1.1	1.2
2019	5	31	5	0	2019/5/31 4:0	3.96	84.795	1.18	312.65	942	7.015	0.874	316.133	324.513	0	NA	1.1	1.1	1.2
2019	5	31	6	0	2019/5/31 5:0	4.528	84.542	0.81	215.4	941.017	20.824	1.356	327.708	327.785	0	NA	1.1	1.1	1.2
2019	5	31	7	0	2019/5/31 6:0	4.198	88.008	0.92	233.433	941.3	21.491	1.378	333.117	329.07	0.3	NA	1.1	1.1	1.2
2019	5	31	8	0	2019/5/31 7:0	4.093	90.053	0.922	300.95	941.983	31.422	1.658	333.843	330.593	0	NA	1.1	1.1	1.2
2019	5	31	9	0	2019/5/31 8:0	4.77	91.127	0.958	282.833	941.967	72.696	4.463	334.712	334.158	0.3	NA	1.1	1.1	1.2
2019	5	31	10	0	2019/5/31 9:0	5.817	85.605	2.563	334.167	941	150.208	10.123	337.483	342.275	0	NA	1.1	1.1	1.2
2019	5	31	11	0	2019/5/31 10:0	6.505	78.97	2.768	328.717	941	197.378	13.99	337.16	346.793	0	NA	1.1	1.1	1.2
2019	5	31	12	0	2019/5/31 11:0	6.817	79.998	2.58	327.033	941	264.158	18.126	337.977	350.987	0.1	NA	1.1	1.1	1.2
2019	5	31	13	0	2019/5/31 12:0	7.93	77.89	2.728	328.45	941	400.907	33.318	337.003	361.348	0	NA	1.1	1.1	1.2
2019	5	31	14	0	2019/5/31 13:0	8.757	72.995	2.657	330.283	941	388.957	37.152	338.05	368.927	0	NA	1.1	1.1	1.2
2019	5	31	15	0	2019/5/31 14:0	9.528	65.992	2.795	323.333	941	542.373	59.818	334.353	380.252	0	NA	1.1	1.1	1.2
2019	5	31	16	0	2019/5/31 15:0	9.415	67.16	3.078	336.383	941	302.752	32.901	336.627	374.283	0	NA	1.1	1.1	1.2
2019	5	31	17	0	2019/5/31 16:0	7.92	76.185	2.66	339.283	941	233.885	22.104	337.072	360.183	0	NA	1.1	1.1	1.2
2019	5	31	18	0	2019/5/31 17:0	7.958	73.673	3.048	323.583	940.117	201.188	20.189	332.555	354.152	0	NA	1.1	1.1	1.2
2019	5	31	19	0	2019/5/31 18:0	8.52	70.513	2.398	327.917	940	167.477	17.117	331.618	355.582	0	NA	1.1	1.1	1.2
2019	5	31	20	0	2019/5/31 19:0	7.753	72.487	2.695	318.917	940	86.385	7.937	330.382	347.61	0.1	NA	1.1	1.1	1.2
2019	5	31	21	0	2019/5/31 20:0	6.712	77.905	1.623	322.85	940.533	54.072	4.608	331.71	341.577	0	NA	1.1	1.1	1.2
2019	5	31	22	0	2019/5/31 21:0	6.375	77.627	1.572	321.667	941	24.309	2.253	330.29	337.47	0	NA	1.1	1.1	1.2
2019	5	31	23	0	2019/5/31 22:0	5.747	79.343	1.4	215.433	941	5.592	0.509	326.867	333.393	0	NA	1.1	1.1	1.2
2019	5	31	24	0	2019/5/31 23:0	5.137	80.547	1.412	252.867	941	0	0.056	325.818	330.065	0	NA	1.1	1.1	1.2
2019	6	1	1	0	2019/6/1 0:0	5.153	79.903	1.145	264.233	941.183	0	0.098	327.02	329.222	0	NA	1.1	1.1	1.2
2019	6	1	2	0	2019/6/1 1:0	4.388	83.313	0.922	304.883	942	0	0.675	326.387	327.272	0.1	NA	1.1	1.1	1.2
2019	6	1	3	0	2019/6/1 2:0	4.573	81.983	1.405	319.267	942	0	1.071	305.917	324.685	0	NA	1.1	1.1	1.2
2019	6	1	4	0	2019/6/1 3:0	3.52	84.622	0.895	233.517	942	0	0.205	313.415	322.505	0	NA	1.1	1.1	1.2
2019	6	1	5	0	2019/6/1 4:0	3.188	86.295	1.108	244.217	942	3.801	0.657	324.358	323.028	0.1	NA	1.1	1.1	1.2
2019	6	1	6	0	2019/6/1 5:0	3.522	87.012	1.315	338.433	942	19.42	1.678	324.538	325.123	0	NA	1.1	1.1	1.2
2019	6	1	7	0	2019/6/1 6:0	3.912	87.51	0.925	323.1	942.367	61.834	3.911	333.338	330.825	0	NA	1.1	1.1	1.2
2019	6	1	8	0	2019/6/1 7:0	4.47	87.485	0.95	293.45	943	83.744	4.988	334.518	335.463	0	NA	1.1	1.1	1.2
2019	6	1	9	0	2019/6/1 8:0	5.408	86.998	0.863	252.017	943	176.722	11.113	336.687	343.463	0.1	NA	1.1	1.1	1.2
2019	6	1	10	0	2019/6/1 9:0	6.097	83.423	1.415	268.283	943	189.358	11.94	338.35	349.092	0.1	NA	1.1	1.1	1.2
2019	6	1	11	0	2019/6/1 10:0	6.26	82.845	1.613	292.167	943	209.18	13.037	337.905	351.127	0	NA	1.1	1.1	1.2
2019	6	1	12	0	2019/6/1 11:0	6.457	83	1.715	333.5	943	261.378	17.51	325.232	351.663	0.2	NA	1.1	1.1	1.2
2019	6	1	13	0	2019/6/1 12:0	7.855	78.017	0.993	196.433	943.483	216.333	14.629	339.187	356.68	1.3	NA	1.1	1.1	1.2
2019	6	1	14	0	2019/6/1 13:0	9.668	68.933	0.803	211.25	943.8	481.497	35.458	337.983	379.213	0.3	NA	1.1	1.1	1.2
2019	6	1	15	0	2019/6/1 14:0	8.945	72.592	1.653	268.333	943.65	152.817	11.516	344.945	360.443	2.6	NA	1.1	1.1	1.2
2019	6	1	16	0	2019/6/1 15:0	8.215	74.455	1.51	189.8	944	232.326	17.012	336.97	354.562	1.4	NA	1.1	1.1	1.2
2019	6	1	17	0	2019/6/1 16:0	10.023	64.357	1.612	326.233	943.4	435.158	40.414	324.503	375.212	0	NA	1.1	1.1	1.2
2019	6	1	18	0	2019/6/1 17:0	8.357	71.865	2.272	332.55	943.8	204.96	16.938	337.885	360.767	0.7	NA	1.1	1.1	1.2
2019	6	1	19	0	2019/6/1 18:0	8.592	75.695	1.04	211.567	944	222.132	18.076	330.215	360.678	0	NA	1.1	1.1	1.2
2019	6	1	20	0	2019/6/1 19:0	7.117	76.953	1.817	326.117	944	82.169	6.031	334.173	348.498	0.5	NA	1.1	1.1	1.2
2019	6	1	21	0	2019/6/1 20:0	6.397	80.165	1.87	332.917	943.633	65.698	5.232	333.633	341.478	0	NA	1.1	1.1	1.2
2019	6	1	22	0	2019/6/1 21:0	6.217	80.418	2.258	317.067	944	7.079	1.98	338.432	337.128	2.9	NA	1.1	1.1	1.2
2019	6	1	23	0	2019/6/1 22:0	5.047	84.135	1.103	309.083	944	1.819	1.201	333.832	331.502	1.3	NA	1.1	1.1	1.2
2019	6	1	24	0	2019/6/1 23:0	4.727	82.267	1.287	259.45	944	0	1.121	328.617	328.193	0	NA	1.1	1.1	1.2
2019	6	2	1	0	2019/6/2 0:0	4.268	81.237	1.252	234.433	944	0	0.398	331.575	327.232	0	NA	1.1	1.1	1.2
2019	6	2	2	0	2019/6/2 1:0	3.823	84.055	1.345	340.983	944	0	0.72	329.07	325.757	0	NA	1.1	1.1	1.2
2019	6	2	3	0	2019/6/2 2:0	3.747	83.108	1.588	313.6	944.767	0	0.67	324.98	324.955	0	NA	1.1	1.1	1.2
2019	6	2	4	0	2019/6/2 3:0	3.597	82.245	1.368	307.3	944.25	0	0.374	327.333	324.702	0	NA	1.1	1.1	1.2
2019	6	2	5	0	2019/6/2 4:0	3.073	84.263	0.967	273.233	944	2.083	0.243	327.6	323.693	0	NA	1.1	1.1	1.2
2019	6	2	6	0	2019/6/2 5:0	3.065	85.135	1.11	306.133	944	18.394	1.406	325.602	324.21	0	NA	1.1	1.1	1.2
2019	6	2	7	0	2019/6/2 6:0	3.512	83.957	1.5	303.617	944	48.694	3.384	327.49	327.548	0	NA	1.1	1.1	1.2
2019	6	2	8	0	2019/6/2 7:0	4.35	83.58	0.827	261.017	944	158.085	10.976	322.735	336.118	0	NA	1.1	1.1	1.2
2019	6	2	9	0	2019/6/2 8:0	5.568	79.96	1.078	191.65	943.617	233.91	18.414	327.905	347.302	0	NA	1.1	1.1	1.2
2019	6	2	10	0	2019/6/2 9:0	7.11	71.028	0.763	214.867	943	333.998	29.104	313.617	357.563	0	NA	1.1	1.1	1.2
2019	6	2	11	0	2019/6/2 10:0	7.753	66.818	1.102	136.867	943	347.782	34.537	320.15	366.903	0	NA	1.1	1.1	1.2
2019	6	2	12	0	2019/6/2 11:0	8.69	61.965	1.273	129.667	942.267	581.918	63.602	302.372	380.973	0	NA	1.1	1.1	1.2
2019	6	2	13	0	2019/6/2 12:0	9.762	61.355	1.502	134.033	942	569.215	64.632	318.74	397.092	0	NA	1.1	1.1	1.2
2019	6	2	14	0	2019/6/2 13:0	11.007	56.233	1.175	152.933	941.9	683.21	78.917	315.393	413.342	0	NA	1.1	1.1	1.2
2019	6	2	15	0	2019/6/2 14:0	11.807	54.455	1.442	143.45	941	710.655	86.218	304.98	419.518	0	NA	1.1	1.1	1.2
2019	6	2	16	0	2019/6/2 15:0	12.672	51.115	1.568	156.5	940.583	762.158	95.888	307.772	434.542	0	NA	1.1	1.1	1.2
2019	6	2	17	0	2019/6/2 16:0	13.458	47.725	1.147	178.55	940	543.595	67.017	321.588	429.488	0	NA	1.1	1.1	1.2
2019	6	2	18	0	2019/6/2 17:0	12.827	51.14	1.883	238.017	939.55	501.855	62.477	309.703	414.945	0	NA	1.1	1.1	1.2
2019	6	2	19	0	2019/6/2 18:0	12.868	53.45	1.383	187.383	939	323.948	41.648	317.185	400.437	0	NA	1.1	1.1	1.2
2019	6	2	20	0	2019/6/2 19:0	11.305	55.685	1.745	269.917	939	278.322	38.049	291.59	388.827	0	NA	1.1	1.1	1.2
2019	6	2	21	0	2019/6/2 20:0	9.495	59.74	2.167	303.467	938.7	149.721	22.452	279.838	368.325	0	NA	1.1	1.1	1.2
2019	6	2	22	0	2019/6/2 21:0	7.573	62.657	2.43	336.25	938	38.405	5.675	269.355	343.595	0	NA	1.1	1.1	1.2
2019	6	2	23	0	2019/6/2 22:0	6.21	65.962	2.768	335.467	938	8.431	1.784	268.018	331.767	0	NA	1.1	1.1	1.2
2019	6	2	24	0	2019/6/2 23:0	5.835	68.413	1.163	199.467	938.983	0	0.666	268.715	325.453	0	NA	1.1	1.1	1.2
2019	6	3	1	0	2019/6/3 0:0	4.558	72.542	1.247	181.867	939	0	0.735	272.838	320.167	0	NA	1.1	1.1	1.2
2019	6	3	2	0	2019/6/3 1:0	4.067	73.965	1.112	180.4	939	0	0.684	277.577	318.687	0	NA	1.1	1.1	1.2
2019	6	3	3	0	2019/6/3 2:0	3.313	78.54	1.458	263.183	939	0	0.923	264.663	316.042	0	NA	1.1	1.1	1.2
2019	6	3	4	0	2019/6/3 3:0	3.03	81.155	0.997	292.6	939	0	1.495	257.132	313.918	0	NA	1.1	1.1	1.2
2019	6	3	5	0	2019/6/3 4:0	2.528	82.825	0.985	260.283	939.333	8.837	1.823	258.107	313.038	0	NA	1.1	1.1	1.2
2019	6	3	6	0	2019/6/3 5:0	2.988	82.752	0.952	277.667	940	31.438	3.739	259.613	314.857	0	NA	1.1	1.1	1.2
2019	6	3	7	0	2019/6/3 6:0	2.988	83.572	1.148	219.1	940	53.993	4.775	257.435	316.447	0	NA	1.1	1.1	1.2
2019	6	3	8	0	2019/6/3 7:0	3.843	82.955	1.572	127	940	206.028	16.632	256.952	323.748	0	NA	1.1	1.1	1.2
2019	6	3	9	0	2019/6/3 8:0	6.992	75.557	1.37	169.5	940	396.215	34.374	265.543	348.165	0	NA	1.1	1.1	1.2
2019	6	3	10	0	2019/6/3 9:0	9.537	67.203	1.285	268.783	940	642.207	62.292	272.665	376.843	0	NA	1.1	1.1	1.2
2019	6	3	11	0	2019/6/3 10:0	9.85	65.395	1.573	296.783	940	415.758	42.687	281.048	378.828	0	NA	1.1	1.1	1.2
2019	6	3	12	0	2019/6/3 11:0	11.998	56.03	1.49	254.917	940	838.55	95.016	283.508	410.023	0	NA	1.1	1.1	1.2
2019	6	3	13	0	2019/6/3 12:0	14.088	47.028	1.393	157.15	939.55	887.857	107.157	302.263	441.203	0	NA	1.1	1.1	1.2
2019	6	3	14	0	2019/6/3 13:0	12.708	52.01	2.192	309.183	939	300.87	33.322	330.283	408.098	0	NA	1.1	1.1	1.2
2019	6	3	15	0	2019/6/3 14:0	11.43	54.017	2.997	311.05	939.15	208.112	24.226	332.317	373.188	0	NA	1.1	1.1	1.2
2019	6	3	16	0	2019/6/3 15:0	13.002	47.353	2.367	268.917	940	421.14	48.75	324.327	389.932	0	NA	1.1	1.1	1.2
2019	6	3	17	0	2019/6/3 16:0	13.183	48.552	1.665	228.783	940.083	219.422	24.247	331.563	383.798	0	NA	1.1	1.1	1.2
2019	6	3	18	0	2019/6/3 17:0	10.7	63.292	2.442	160.45	941	159.077	17.944	335.357	367.458	0	NA	1.1	1.1	1.2
2019	6	3	19	0	2019/6/3 18:0	9.74	73.015	3.427	141.217	941	199.793	22.494	320.375	364.642	0	NA	1.1	1.1	1.2
2019	6	3	20	0	2019/6/3 19:0	9.425	74.638	1.985	148.65	941.983	111.88	11.998	332.682	359.195	0	NA	1.1	1.1	1.2
2019	6	3	21	0	2019/6/3 20:0	9.05	82.69	0.532	192.733	942	29.245	2.03	343.74	351.112	0	NA	1.1	1.1	1.2
2019	6	3	22	0	2019/6/3 21:0	6.543	84.417	1.165	192.433	942	11.563	0.186	337.848	341.38	0	NA	1.1	1.1	1.2
2019	6	3	23	0	2019/6/3 22:0	5.618	84.667	0.798	294.95	943	5.572	0.269	330.53	335.233	0	NA	1.1	1.1	1.2
2019	6	3	24	0	2019/6/3 23:0	5.33	83.557	1.065	251.117	943	0.457	0	322.338	331.558	0	NA	1.1	1.1	1.2
2019	6	4	1	0	2019/6/4 0:0	4.522	84.457	0.832	158.633	943	0	0	314.395	327.323	0	NA	1.1	1.1	1.2
2019	6	4	2	0	2019/6/4 1:0	3.995	85.168	1.087	303.783	943.5	0.234	0	333.637	327.762	0	NA	1.1	1.1	1.2
2019	6	4	3	0	2019/6/4 2:0	4.005	86.567	1.007	304.75	944	0.459	0	340.288	328.78	0	NA	1.1	1.1	1.2
2019	6	4	4	0	2019/6/4 3:0	3.998	89.043	1.383	295.117	944	0.51	0	337.95	329.1	0	NA	1.1	1.1	1.2
2019	6	4	5	0	2019/6/4 4:0	4.108	89.668	1.232	184.1	944	2.899	0.119	335.913	329.152	0.7	NA	1.1	1.1	1.2
2019	6	4	6	0	2019/6/4 5:0	3.862	90.012	0.983	261.6	944	20.655	1.115	333.993	329.157	0	NA	1.1	1.1	1.2
2019	6	4	7	0	2019/6/4 6:0	3.895	89.615	1.195	303.65	944.183	29.054	1.698	336.22	330.625	0	NA	1.1	1.1	1.2
2019	6	4	8	0	2019/6/4 7:0	4.125	90.765	1.383	293.067	945	63.301	3.837	336.975	333.702	0	NA	1.1	1.1	1.2
2019	6	4	9	0	2019/6/4 8:0	4.86	90.818	1.048	235.85	945	130.168	8.665	338.65	340.353	0	NA	1.1	1.1	1.2
2019	6	4	10	0	2019/6/4 9:0	5.777	88.97	1.065	256.367	945	236.42	15.754	336.663	350.228	0.1	NA	1.1	1.1	1.2
2019	6	4	11	0	2019/6/4 10:0	7.623	82.5	1.033	253.1	945	661.643	61.207	336.578	378.932	0	NA	1.1	1.1	1.2
2019	6	4	12	0	2019/6/4 11:0	9.803	72.185	0.91	168.25	945	593.067	62.057	305.263	399.373	0	NA	1.1	1.1	1.2
2019	6	4	13	0	2019/6/4 12:0	11.238	65.715	1.388	150.4	945	742.23	87.094	297.4	408.768	0	NA	1.1	1.1	1.2
2019	6	4	14	0	2019/6/4 13:0	12.427	56.507	1.675	142.933	945	666.827	80.707	314.187	424.048	0	NA	1.1	1.1	1.2
2019	6	4	15	0	2019/6/4 14:0	12.423	59.55	1.41	220.133	945	396.548	44.086	337.37	405.997	0	NA	1.1	1.1	1.2
2019	6	4	16	0	2019/6/4 15:0	10.985	64.805	1.765	278.133	945	362.338	41.132	341.58	389.67	0	NA	1.1	1.1	1.2
2019	6	4	17	0	2019/6/4 16:0	11.978	57.293	1.595	157.183	945.517	202.935	21.717	338.752	381.542	0	NA	1.1	1.1	1.2
2019	6	4	18	0	2019/6/4 17:0	10.107	66.017	1.558	221.933	946	92.386	8.041	342.125	361.843	0.3	NA	1.1	1.1	1.2
2019	6	4	19	0	2019/6/4 18:0	8.673	76.032	1.622	198.5	946	65.885	5.6	340.53	349.862	1	NA	1.1	1.1	1.2
2019	6	4	20	0	2019/6/4 19:0	8.045	79.288	0.873	204.3	946	181.987	15.626	330.438	352.193	0.1	NA	1.1	1.1	1.2
2019	6	4	21	0	2019/6/4 20:0	9.113	77.067	1.263	294.533	946	180.688	21.437	294.6	361.772	0	NA	1.1	1.1	1.2
