,datetime,temp,ws,wdir
353,2019/6/11 17:0,8.457,1.9,298.283
354,2019/6/11 18:0,9.608,2.975,318.45
355,2019/6/11 19:0,9.263,2.327,310.567
356,2019/6/11 20:0,8.3,1.583,228.733
357,2019/6/11 21:0,6.783,1.082,273.4
358,2019/6/11 22:0,5.533,0.992,263.833
359,2019/6/11 23:0,4.7,1.767,312.867
360,2019/6/12 0:0,4.473,1.158,253.217
361,2019/6/12 1:0,4.482,1.663,293.417
362,2019/6/12 2:0,4.885,0.853,277.65
363,2019/6/12 3:0,4.822,0.992,219.983
364,2019/6/12 4:0,4.963,1.377,328.2
365,2019/6/12 5:0,5.573,1.443,218.617
366,2019/6/12 6:0,5.392,1.063,208.917
367,2019/6/12 7:0,5.548,1.895,316.917
368,2019/6/12 8:0,7.285,1.808,292.817
369,2019/6/12 9:0,8.372,1.613,281.083
370,2019/6/12 10:0,10.153,1.413,269.983
371,2019/6/12 11:0,11.535,1.85,310.6
372,2019/6/12 12:0,11.57,2.192,283.633
373,2019/6/12 13:0,13.867,2.212,292.833
374,2019/6/12 14:0,13.938,2.415,300.683
375,2019/6/12 15:0,13.388,2.607,336.133
376,2019/6/12 16:0,14.05,2.373,323.833
377,2019/6/12 17:0,12.21,2.468,271.767
378,2019/6/12 18:0,11.028,2.515,241.983
379,2019/6/12 19:0,11.517,2.095,260.5
380,2019/6/12 20:0,9.865,2.632,311.133
381,2019/6/12 21:0,8.425,2.44,232.333
382,2019/6/12 22:0,7.457,2.522,298.233
383,2019/6/12 23:0,6.94,1.907,290.133
384,2019/6/13 0:0,5.665,1.313,221.933
385,2019/6/13 1:0,4.88,1.608,268.95
386,2019/6/13 2:0,5.088,1.238,262.967
387,2019/6/13 3:0,5.015,0.925,288.933
388,2019/6/13 4:0,4.613,1.108,140.333
389,2019/6/13 5:0,4.687,1.162,302.45
390,2019/6/13 6:0,5.577,1.77,298.767
391,2019/6/13 7:0,6.397,1.333,257.783
392,2019/6/13 8:0,8.685,0.9,111.067
393,2019/6/13 9:0,9.825,1.423,302.233
394,2019/6/13 10:0,10.825,2.163,273.4
395,2019/6/13 11:0,11.623,1.903,282.783
396,2019/6/13 12:0,14.262,1.292,224.583
397,2019/6/13 13:0,15.618,1.908,275.417
398,2019/6/13 14:0,16.298,2.1,316.817
399,2019/6/13 15:0,16.788,2.553,309.833
400,2019/6/13 16:0,15.933,3.013,310.467
401,2019/6/13 17:0,15.392,3.005,335.417
402,2019/6/13 18:0,14.453,2.947,326.733
403,2019/6/13 19:0,12.187,2.877,331.917
404,2019/6/13 20:0,12.485,1.865,323.433
405,2019/6/13 21:0,11.252,2.152,321.483
406,2019/6/13 22:0,9.187,1.613,245.317
407,2019/6/13 23:0,6.862,1.497,240.517
408,2019/6/14 0:0,6.362,1.35,261.417
409,2019/6/14 1:0,5.962,1.455,265.983
410,2019/6/14 2:0,5.163,1.095,216.267
411,2019/6/14 3:0,4.725,1.708,326.917
412,2019/6/14 4:0,4.483,1.652,249.55
413,2019/6/14 5:0,5.265,1.188,301.067
414,2019/6/14 6:0,5.432,0.852,166.25
415,2019/6/14 7:0,6.872,1.507,333.3
416,2019/6/14 8:0,9.223,1.38,263.433
417,2019/6/14 9:0,11.477,1.085,186.583
418,2019/6/14 10:0,14.267,0.858,174.567
419,2019/6/14 11:0,14.525,2.008,295.25
420,2019/6/14 12:0,16.183,1.878,278.9
421,2019/6/14 13:0,16.685,3.038,328.933
422,2019/6/14 14:0,16.537,3.327,317.883
423,2019/6/14 15:0,16.895,3.198,338.317
424,2019/6/14 16:0,17.407,2.827,341.817
425,2019/6/14 17:0,15.713,2.543,296.383
426,2019/6/14 18:0,17.462,1.968,288.7
427,2019/6/14 19:0,15.253,2.892,279.117
428,2019/6/14 20:0,13.262,2.823,280.183
429,2019/6/14 21:0,11.365,1.482,153.9
